VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
733,613,Mary Swamy,71,F,0
734,614,Nagaraj Gowda,33,M,0
735,614,Kavitha Desai,23,F,0
736,615,Ayesha Patil,25,F,0
737,615,Anand Desai,66,M,0
738,616,Joseph Sheikh,61,M,0
739,617,Lakshmi Rao,49,F,0
740,618,Abdul Reddy,22,M,0
741,619,Manjunath Reddy,45,M,0
742,620,Karthik Gowda,31,M,0
743,621,Ayesha Rao,34,F,0
744,621,Shivakumar,45,M,0
745,622,Roopa Acharya,19,F,0
746,623,Rekha,30,F,0
747,624,Venkatesh Reddy,58,M,0
748,625,Divya Acharya,31,F,0
749,625,Geetha Gowda,20,F,0
750,626,Vinay Reddy,13,M,0
751,627,Prakash Poojary,66,M,0
752,628,Mahesh Gowda,64,M,0
753,629,Joseph Rao,23,M,0
754,630,Rekha Desai,28,F,0
755,630,Umesh Murthy,49,M,0
756,631,Manjunath Swamy,12,M,0
757,632,Pooja Shetty,71,F,0
758,633,Padma Murthy,71,F,0
759,634,Pooja Reddy,71,F,0
760,635,Mahesh Gowda,12,M,0
761,636,Shruthi Khan,31,F,0
762,636,Vinay Shetty,28,M,0
763,637,Manjula Hegde,25,F,0
764,638,Shobha Gowda,44,F,0
765,639,Lokesh,60,M,0
766,640,Venkatesh Naik,42,M,0
767,641,Kiran Hegde,15,M,0
768,642,Lakshmi Khan,12,F,0
769,643,Divya D'Souza,13,F,0
770,644,Divya Gowda,68,F,1
771,645,Savitha Rao,75,F,0
772,646,Kavitha Kulkarni,33,F,0
773,646,Shruthi Kulkarni,33,F,0
774,647,Rekha Khan,50,F,0
775,648,Asha Hegde,45,F,0
776,649,Suresh Khan,37,M,0
777,650,Anand Patil,70,M,0
778,651,Mary Kulkarni,69,F,0
779,652,Roopa Kulkarni,15,F,0
780,653,Divya Reddy,62,F,0
781,653,Kavitha Acharya,54,F,0
782,654,Sunitha Fernandes,32,F,0
783,655,Sunitha Sheikh,30,F,0
784,656,Asha Reddy,28,F,0
785,657,Ayesha Reddy,49,F,0
786,657,Fathima Fernandes,20,F,0
787,658,Salman Hegde,48,M,0
788,659,Salman Rao,42,M,0
789,660,Imran Khan,74,M,0
790,661,Kavitha Kumar,40,F,0
791,662,Karthik Acharya,42,M,0
792,662,Arun Hegde,48,M,0
793,663,Girish Sheikh,44,M,0
794,664,Girish Shetty,26,M,0
795,665,Abdul,16,M,0
796,666,Deepak Rao,73,M,0
797,666,Lakshmi Rao,42,F,0
798,667,Vinay,60,M,0
799,667,Suresh Poojary,63,M,0
800,668,Asha Patil,35,F,0
801,669,Padma Acharya,52,F,0
802,670,Padma Khan,58,F,0
803,671,Prakash Kulkarni,44,M,0
804,672,Padma Hegde,62,F,0
805,673,Kiran Sheikh,31,M,0
806,673,Pooja Sheikh,46,F,0
807,674,Divya Kulkarni,36,F,0
808,675,Pooja Hegde,41,F,0
809,676,Suresh Kulkarni,50,M,0
810,676,Salman Desai,34,M,0
811,677,Savitha D'Souza,47,F,0
812,677,Basavaraj,27,M,0
813,678,Ayesha Gowda,19,F,0
814,679,Karthik,58,M,0
815,680,Pooja Patil,33,F,0
816,680,Anand D'Souza,42,M,0
817,681,Chandrashekar Rao,69,M,0
818,682,Peter Swamy,41,M,0
819,683,Geetha Shetty,57,F,0
820,684,Vinay Patil,37,M,0
821,685,Divya Patil,71,F,0
822,686,Manjunath Acharya,14,M,0
823,686,Deepak D'Souza,59,M,0
824,687,Harish D'Souza,54,M,0
825,688,Savitha D'Souza,74,F,0
826,689,Raghavendra Swamy,12,M,0
827,690,Rekha Sheikh,67,F,0
828,691,Abdul Murthy,61,M,0
829,692,Sunitha Rao,35,F,0
830,693,Roopa Acharya,64,F,0
831,693,Imran,17,M,0
832,694,Venkatesh Kumar,59,M,0
833,694,Rekha Desai,26,F,0
834,695,Deepak Poojary,22,M,0
835,695,Vinay Shetty,21,M,0
836,696,Manjula Kumar,35,F,0
837,697,Pooja Shetty,19,F,0
838,697,Harish Rao,48,M,0
839,698,Padma Poojary,17,F,0
840,699,Girish Acharya,70,M,0
841,700,Bhagya Gowda,36,F,0
842,701,Mahesh Shetty,55,M,0
843,702,Bhagya Gowda,54,F,0
844,703,Pooja Fernandes,31,F,0
845,703,Savitha Shetty,24,F,0
846,704,Ayesha Desai,56,F,0
847,705,Nagaraj Murthy,58,M,0
848,706,Lokesh Shetty,24,M,0
849,707,Manjula Rao,58,F,0
850,708,Asha Khan,67,F,0
851,709,Padma Gowda,70,F,0
852,710,Asha Naik,37,F,0
853,711,Basavaraj Gowda,51,M,0
854,712,Bhagya D'Souza,75,F,0
855,713,Manjunath Patil,25,M,0
856,714,Ayesha Patil,61,F,0
857,715,Imran Hegde,64,M,1
858,716,Shruthi Swamy,45,F,0
859,717,Venkatesh Kulkarni,62,M,0
860,718,Lakshmi Sheikh,40,F,0
861,719,Meena Poojary,16,F,0
862,720,Pooja Sheikh,37,F,0
863,720,Naveen Gowda,66,M,0
864,721,Santosh Hegde,42,M,0
865,722,Manjula Gowda,66,F,0
866,722,Savitha Khan,38,F,0
867,723,Shobha Kumar,66,F,0
868,723,Shruthi D'Souza,46,F,0
869,724,Shivakumar,27,M,0
870,724,Savitha Hegde,71,F,0
871,725,Ayesha Naik,57,F,0
872,726,Mahesh Murthy,17,M,0
873,727,Shruthi Naik,59,F,0
874,728,Basavaraj Sheikh,16,M,0
875,729,Santosh Khan,67,M,0
876,730,Bhagya Hegde,27,F,0
877,730,Vinay Acharya,73,M,0
878,731,Lakshmi Kumar,16,F,0
879,732,Mary Rao,64,F,0
880,733,Bhagya Patil,68,F,0
881,734,Padma,61,F,0
882,734,Prakash Fernandes,35,M,0
883,735,Ayesha Swamy,59,F,0
884,736,Vani Naik,44,F,0
885,737,Asha Hegde,35,F,0
886,738,Pooja Poojary,58,F,0
887,738,Mahesh Shetty,72,M,0
888,739,Prakash Swamy,70,M,0
889,740,Suresh Patil,63,M,0
890,741,Ravi Acharya,46,M,0
891,742,Girish Swamy,58,M,0
892,743,Mahesh Hegde,40,M,0
893,744,Kavitha Reddy,61,F,0
894,745,Prakash Fernandes,67,M,0
895,746,Prakash,54,M,0
896,747,Umesh Reddy,18,M,0
897,748,Meena,72,F,0
898,749,Mary Shetty,73,F,0
899,750,Mary Poojary,54,F,0
900,751,Naveen,30,M,0
901,752,Shobha,46,F,0
902,753,Asha D'Souza,51,F,0
903,754,Joseph Khan,43,M,0
904,755,Santosh Hegde,49,M,0
905,756,Shruthi Rao,59,F,0
906,757,Meena,36,F,0
907,757,Sunitha Poojary,53,F,0
908,758,Vinay Rao,57,M,0
909,759,Deepak Naik,75,M,0
910,760,Anand Hegde,74,M,0
911,761,Umesh Khan,41,M,0
912,762,Geetha Kumar,42,F,0
913,763,Asha Acharya,26,F,0
914,764,Shivakumar Kumar,41,M,0
915,765,Chandrashekar Gowda,43,M,0
916,765,Divya Acharya,23,F,0
917,766,Raghavendra Acharya,20,M,0
918,767,Vinay D'Souza,73,M,0
919,767,Kiran Naik,22,M,0
920,768,Savitha Patil,25,F,0
921,769,Peter Khan,21,M,0
922,770,Imran Shetty,25,M,0
923,770,Peter Reddy,70,M,0
924,771,Fathima Kumar,26,F,0
925,772,Nagaraj Swamy,32,M,0
926,772,Girish D'Souza,27,M,0
927,773,Imran Shetty,38,M,0
928,774,Padma Shetty,64,F,0
929,775,Mary Reddy,38,F,0
930,776,Pooja Patil,16,F,0
931,777,Kiran Rao,14,M,0
932,778,Asha Rao,62,F,0
933,779,Mary Rao,34,F,0
934,780,Manjula Kumar,32,F,0
935,781,Asha Patil,70,F,0
936,782,Umesh Hegde,12,M,0
937,783,Vani Gowda,31,F,0
938,784,Manjula Khan,58,F,0
939,785,Girish Murthy,17,M,0
940,786,Shruthi Naik,48,F,0
941,787,Imran,69,M,0
942,788,Raghavendra,29,M,0
943,789,Salman Naik,15,M,0
944,790,Kavitha Desai,37,F,0
945,791,Sunitha Sheikh,58,F,0
946,792,Rekha Acharya,46,F,0
947,793,Basavaraj Acharya,19,M,0
948,793,Mary Shetty,74,F,0
949,794,Nagaraj Patil,19,M,0
950,795,Nagaraj Naik,64,M,0
951,796,Bhagya Hegde,37,F,0
952,797,Sunitha Rao,28,F,0
953,798,Nagaraj Gowda,42,M,0
954,799,Padma Gowda,50,F,0
955,800,Shobha Murthy,53,F,0
956,801,Shivakumar Rao,26,M,0
957,801,Vani Patil,58,F,0
958,802,Geetha Hegde,68,F,0
959,803,Ayesha Murthy,48,F,0
960,804,Mahesh Rao,71,M,0
961,805,Manjunath Gowda,32,M,0
962,806,Deepak Shetty,33,M,0
963,807,Meena Desai,40,F,0
964,808,Basavaraj Reddy,46,M,0
965,808,Joseph Patil,44,M,0
966,809,Harish Desai,46,M,0
967,810,Manjunath Swamy,39,M,0
968,811,Prakash Khan,74,M,0
969,812,Mahesh Desai,75,M,0
970,813,Santosh Kulkarni,21,M,0
971,813,Abdul Acharya,35,M,0
972,814,Santosh Murthy,24,M,0
973,814,Padma Hegde,67,F,0
974,815,Ayesha Sheikh,18,F,0
975,816,Manjunath Hegde,20,M,0
976,817,Asha Kumar,32,F,0
977,818,Lakshmi Rao,73,F,0
978,819,Venkatesh Kulkarni,72,M,0
979,819,Mary Sheikh,34,F,0
980,820,Karthik Patil,51,M,0
981,821,Kavitha,54,F,0
982,822,Sunitha Kulkarni,68,F,0
983,822,Asha D'Souza,75,F,0
984,823,Sunitha Desai,38,F,0
985,824,Sunitha Fernandes,65,F,0
986,825,Shruthi Kulkarni,70,F,0
987,826,Mahesh Poojary,15,M,0
988,827,Manjula D'Souza,14,F,0
989,827,Naveen Kulkarni,56,M,0
990,828,Santosh Murthy,49,M,0
991,829,Shivakumar Gowda,19,M,0
992,830,Vinay Kulkarni,64,M,0
993,831,Shobha Poojary,67,F,0
994,832,Vinay Kulkarni,26,M,0
995,833,Lokesh Kulkarni,14,M,0
996,834,Santosh Patil,58,M,0
997,835,Kavitha Desai,67,F,0
998,835,Geetha Patil,12,F,0
999,836,Suresh Desai,21,M,0
1000,836,Karthik Sheikh,42,M,0
1001,837,Rekha Acharya,18,F,0
1002,838,Umesh Swamy,63,M,0
1003,838,Manjunath Shetty,66,M,0
1004,839,Raghavendra Kulkarni,29,M,0
1005,840,Ravi Desai,13,M,0
1006,841,Geetha Kumar,54,F,0
1007,842,Lakshmi Naik,37,F,0
1008,843,Suresh Acharya,63,M,0
1009,844,Pooja Kumar,43,F,0
1010,845,Meena Kumar,42,F,0
1011,846,Kiran Khan,15,M,0
1012,847,Shobha Desai,44,F,0
1013,848,Joseph Acharya,66,M,0
1014,849,Anand Reddy,16,M,0
1015,850,Fathima Kumar,40,F,0
1016,850,Ravi Acharya,49,M,0
1017,851,Bhagya Reddy,61,F,0
1018,851,Rekha Naik,51,F,0
1019,852,Basavaraj Rao,56,M,0
1020,853,Roopa Khan,46,F,0
1021,853,Harish Gowda,38,M,0
1022,854,Kavitha D'Souza,30,F,0
1023,855,Imran Acharya,19,M,0
1024,856,Savitha Murthy,21,F,0
1025,857,Padma Sheikh,68,F,0
1026,858,Padma Kumar,33,F,0
1027,859,Meena Desai,38,F,0
1028,859,Savitha D'Souza,34,F,0
1029,860,Chandrashekar Gowda,42,M,0
1030,860,Kavitha Reddy,48,F,0
1031,861,Shruthi Swamy,31,F,0
1032,862,Karthik Swamy,29,M,0
1033,863,Shivakumar Kumar,20,M,0
1034,864,Santosh,33,M,0
1035,865,Shobha Reddy,43,F,0
1036,865,Umesh Reddy,33,M,0
1037,866,Divya Poojary,43,F,0
1038,866,Chandrashekar Murthy,14,M,0
1039,867,Manjula Sheikh,44,F,0
1040,868,Ravi Fernandes,25,M,0
1041,869,Vinay Rao,66,M,0
1042,870,Asha Hegde,71,F,0
1043,871,Vani Swamy,55,F,0
1044,872,Mary Khan,35,F,0
1045,873,Nagaraj,20,M,0
1046,874,Shruthi Kulkarni,44,F,0
1047,874,Nagaraj Desai,12,M,1
1048,875,Manjula Sheikh,36,F,0
1049,876,Asha Swamy,12,F,0
1050,877,Lakshmi Poojary,49,F,0
1051,878,Imran Reddy,38,M,0
1052,878,Lokesh Rao,52,M,0
1053,879,Salman Poojary,47,M,0
1054,880,Ravi Khan,13,M,0
1055,881,Mahesh Poojary,15,M,0
1056,881,Mahesh Acharya,20,M,0
1057,882,Padma Swamy,21,F,0
1058,883,Mahesh D'Souza,17,M,0
1059,884,Pooja Desai,65,F,0
1060,885,Shruthi Kumar,34,F,0
1061,886,Asha Shetty,28,F,0
1062,886,Basavaraj Shetty,46,M,0
1063,887,Vani Swamy,37,F,0
1064,888,Pooja Desai,46,F,0
1065,889,Chandrashekar Kulkarni,43,M,0
1066,890,Sunitha Kumar,24,F,0
1067,891,Lokesh,43,M,0
1068,892,Roopa,29,F,0
1069,893,Ravi Reddy,27,M,0
1070,893,Prakash Kulkarni,34,M,0
1071,894,Pooja Swamy,66,F,0
1072,895,Girish,68,M,0
1073,896,Girish Patil,59,M,0
1074,897,Meena Kulkarni,65,F,0
1075,898,Savitha Desai,25,F,0
1076,899,Kavitha Fernandes,35,F,0
1077,899,Lakshmi Reddy,28,F,0
1078,900,Bhagya Acharya,55,F,0
1079,901,Manjula Acharya,36,F,0
1080,902,Shivakumar Fernandes,66,M,0
1081,903,Shobha Desai,52,F,0
1082,904,Kavitha D'Souza,56,F,0
1083,905,Kiran Hegde,17,M,0
1084,906,Roopa Patil,37,F,0
1085,907,Shobha Reddy,72,F,0
1086,907,Naveen Poojary,61,M,0
1087,908,Lokesh Acharya,30,M,0
1088,909,Savitha D'Souza,50,F,1
1089,910,Venkatesh Khan,15,M,0
1090,911,Mary Rao,66,F,0
1091,912,Mahesh Fernandes,20,M,0
1092,913,Manjunath Murthy,58,M,0
1093,914,Fathima Shetty,33,F,0
1094,915,Karthik Murthy,25,M,0
1095,916,Meena Shetty,59,F,0
1096,917,Raghavendra Reddy,47,M,0
1097,918,Shivakumar Patil,62,M,0
1098,919,Vani Kumar,13,F,0
1099,919,Padma Shetty,58,F,0
1100,920,Shobha Patil,31,F,0
1101,921,Sunitha Swamy,64,F,0
1102,922,Santosh Patil,66,M,0
1103,923,Abdul Swamy,66,M,0
1104,923,Sunitha Patil,60,F,0
1105,924,Savitha Kumar,53,F,0
1106,925,Rekha Kulkarni,37,F,0
1107,926,Sunitha Shetty,38,F,0
1108,927,Lokesh Poojary,42,M,0
1109,928,Girish Naik,38,M,0
1110,928,Bhagya,65,F,0
1111,929,Savitha Fernandes,31,F,0
1112,930,Shobha Acharya,59,F,0
1113,931,Basavaraj Murthy,36,M,0
1114,932,Ayesha Naik,21,F,0
1115,932,Shivakumar Kumar,72,M,0
1116,933,Asha Fernandes,40,F,0
1117,934,Girish Kumar,27,M,0
1118,935,Joseph Patil,24,M,0
1119,936,Ravi Kulkarni,25,M,0
1120,937,Basavaraj Gowda,22,M,0
1121,937,Chandrashekar Murthy,62,M,0
1122,938,Savitha Swamy,34,F,0
1123,939,Fathima Shetty,56,F,1
1124,940,Mary Khan,20,F,0
1125,941,Harish D'Souza,24,M,0
1126,942,Suresh Fernandes,73,M,0
1127,943,Kiran Swamy,18,M,0
1128,943,Shivakumar Kumar,59,M,0
1129,944,Meena Hegde,51,F,0
1130,945,Pooja Fernandes,33,F,0
1131,946,Prakash,54,M,0
1132,947,Girish Acharya,28,M,0
1133,947,Arun Rao,62,M,0
1134,948,Divya Gowda,41,F,0
1135,949,Umesh Fernandes,18,M,0
1136,950,Sunitha Acharya,64,F,0
1137,950,Naveen Desai,62,M,0
1138,951,Joseph Sheikh,44,M,0
1139,951,Padma Sheikh,73,F,0
1140,952,Joseph,70,M,0
1141,952,Pooja Kumar,46,F,0
1142,953,Bhagya Kulkarni,72,F,0
1143,954,Geetha Murthy,38,F,0
1144,955,Manjula Kulkarni,16,F,0
1145,956,Divya Kulkarni,57,F,0
1146,957,Savitha Fernandes,46,F,0
1147,958,Fathima Rao,65,F,0
1148,959,Suresh Sheikh,17,M,0
1149,960,Savitha Patil,20,F,0
1150,961,Kavitha Hegde,50,F,0
1151,962,Mary Patil,71,F,0
1152,962,Fathima,42,F,0
1153,963,Nagaraj Kumar,13,M,0
1154,964,Peter Murthy,50,M,0
1155,965,Manjunath Gowda,24,M,0
1156,965,Pooja Hegde,64,F,0
1157,966,Mahesh Patil,20,M,0
1158,967,Sunitha Hegde,51,F,0
1159,968,Lokesh Sheikh,60,M,0
1160,969,Sunitha Poojary,44,F,0
1161,970,Bhagya Gowda,22,F,0
1162,971,Vinay Poojary,71,M,0
1163,972,Kiran Acharya,74,M,0
1164,972,Arun Kumar,63,M,0
1165,973,Shobha Swamy,74,F,0
1166,974,Raghavendra Swamy,53,M,0
1167,974,Shobha,41,F,0
1168,975,Nagaraj Sheikh,13,M,0
1169,975,Santosh Khan,66,M,0
1170,976,Lakshmi Khan,32,F,0
1171,977,Umesh Kumar,49,M,0
1172,978,Abdul Acharya,34,M,0
1173,979,Vani Poojary,27,F,0
1174,979,Manjula Desai,60,F,0
1175,980,Shobha Fernandes,67,F,0
1176,981,Girish Khan,75,M,0
1177,982,Meena Murthy,14,F,0
1178,983,Prakash Naik,20,M,0
1179,984,Girish Kumar,54,M,0
1180,985,Umesh Sheikh,64,M,0
1181,986,Anand Reddy,71,M,0
1182,987,Divya Reddy,51,F,0
1183,988,Meena Shetty,74,F,0
1184,989,Naveen Rao,75,M,0
1185,990,Salman Fernandes,75,M,0
1186,990,Roopa,35,F,0
1187,991,Nagaraj Swamy,47,M,0
1188,991,Geetha D'Souza,39,F,0
1189,992,Shruthi Sheikh,18,F,0
1190,993,Raghavendra Naik,21,M,0
1191,994,Joseph Khan,70,M,0
1192,995,Nagaraj Sheikh,17,M,0
1193,996,Vani Rao,52,F,0
1194,997,Deepak Poojary,24,M,0
1195,997,Vani Reddy,30,F,0
1196,998,Mahesh Naik,75,M,0
1197,999,Venkatesh Sheikh,29,M,0
1198,1000,Shobha Poojary,54,F,1
1199,1000,Savitha Murthy,26,F,0
1200,1001,Joseph Kumar,12,M,0
1201,1002,Arun Shetty,42,M,0
1202,1003,Manjula Acharya,19,F,0
1203,1004,Deepak D'Souza,40,M,0
1204,1004,Divya D'Souza,51,F,0
1205,1005,Prakash Naik,39,M,0
1206,1005,Peter Kumar,20,M,0
1207,1006,Basavaraj Fernandes,22,M,0
1208,1007,Divya,23,F,0
1209,1007,Deepak Hegde,67,M,0
1210,1008,Sunitha Gowda,64,F,0
1211,1008,Savitha Fernandes,15,F,0
1212,1009,Abdul Desai,50,M,0
1213,1010,Pooja Desai,33,F,0
1214,1011,Basavaraj Acharya,13,M,0
1215,1012,Harish Acharya,14,M,0
1216,1013,Vani Fernandes,29,F,0
1217,1014,Asha Sheikh,23,F,0
1218,1015,Manjula Hegde,53,F,0
1219,1015,Santosh Shetty,13,M,0
1220,1016,Lakshmi Desai,35,F,0
1221,1017,Ravi Khan,24,M,0
1222,1018,Shobha Reddy,72,F,0
1223,1019,Kiran Kumar,74,M,0
1224,1020,Ravi,56,M,0
1225,1020,Ravi Kumar,70,M,0
1226,1021,Vani Reddy,12,F,0
1227,1022,Suresh,31,M,0
1228,1023,Geetha Swamy,74,F,0
1229,1024,Prakash Swamy,56,M,0
1230,1025,Asha Poojary,56,F,0
1231,1026,Suresh Shetty,14,M,0
1232,1027,Manjula Sheikh,19,F,0
1233,1028,Divya Kulkarni,33,F,0
1234,1029,Venkatesh Kulkarni,57,M,0
1235,1030,Roopa,27,F,0
1236,1030,Naveen,16,M,0
1237,1031,Anand Khan,16,M,0
1238,1031,Kavitha Desai,56,F,0
1239,1032,Shobha Sheikh,17,F,0
1240,1033,Raghavendra Patil,68,M,0
1241,1034,Kavitha Khan,36,F,0
1242,1034,Joseph Swamy,53,M,0
1243,1035,Joseph Shetty,48,M,0
1244,1035,Sunitha Fernandes,33,F,0
1245,1036,Nagaraj,26,M,0
1246,1037,Suresh Hegde,23,M,0
1247,1038,Raghavendra Sheikh,21,M,0
1248,1039,Imran Desai,65,M,0
1249,1040,Rekha Sheikh,40,F,0
1250,1040,Arun Khan,70,M,0
1251,1041,Bhagya Kumar,46,F,0
1252,1042,Fathima Reddy,31,F,0
1253,1042,Mary Hegde,54,F,0
1254,1043,Chandrashekar Swamy,52,M,0
1255,1043,Ravi D'Souza,64,M,0
1256,1044,Mary Swamy,39,F,0
1257,1045,Girish Desai,59,M,0
1258,1046,Pooja Swamy,60,F,0
1259,1047,Santosh Naik,14,M,0
1260,1048,Manjula Reddy,48,F,0
1261,1049,Lakshmi Hegde,47,F,0
1262,1050,Girish Rao,42,M,0
1263,1051,Savitha Khan,52,F,0
1264,1052,Kavitha Swamy,43,F,0
1265,1052,Fathima Kumar,63,F,0
1266,1053,Pooja Sheikh,69,F,0
1267,1054,Umesh Patil,61,M,0
1268,1055,Rekha Hegde,73,F,0
1269,1056,Vani Acharya,48,F,0
1270,1057,Sunitha Murthy,67,F,0
1271,1057,Lakshmi Sheikh,22,F,0
1272,1058,Vani Kumar,28,F,0
1273,1059,Joseph Naik,25,M,0
1274,1060,Karthik Patil,43,M,0
1275,1061,Roopa Poojary,32,F,0
1276,1061,Ayesha Gowda,38,F,0
1277,1062,Padma Fernandes,44,F,0
1278,1063,Deepak Kumar,62,M,0
1279,1064,Meena Kulkarni,38,F,0
1280,1065,Basavaraj Khan,33,M,0
1281,1066,Harish Patil,63,M,0
1282,1067,Ravi Khan,16,M,1
1283,1068,Arun Kulkarni,13,M,0
1284,1068,Rekha Rao,33,F,0
1285,1069,Asha Khan,26,F,0
1286,1069,Lakshmi Swamy,64,F,0
1287,1070,Savitha Patil,32,F,0
1288,1071,Umesh Acharya,41,M,0
1289,1072,Mary Reddy,75,F,0
1290,1073,Anand Murthy,25,M,0
1291,1074,Bhagya Murthy,35,F,0
1292,1075,Mary Reddy,74,F,0
1293,1076,Abdul Naik,58,M,0
1294,1077,Abdul Rao,29,M,0
1295,1077,Kiran Khan,74,M,0
1296,1078,Geetha Poojary,52,F,0
1297,1079,Joseph Poojary,33,M,0
1298,1080,Girish,33,M,0
1299,1081,Raghavendra Kumar,15,M,0
1300,1082,Basavaraj Hegde,47,M,0
1301,1083,Asha Murthy,69,F,0
1302,1083,Abdul Shetty,54,M,0
1303,1084,Geetha Desai,46,F,0
1304,1085,Kavitha Kumar,13,F,0
1305,1086,Lakshmi Poojary,61,F,0
1306,1086,Mary Hegde,63,F,0
1307,1087,Sunitha Hegde,25,F,0
1308,1088,Nagaraj Patil,65,M,0
1309,1089,Manjunath Poojary,52,M,0
1310,1090,Imran Hegde,65,M,0
1311,1091,Arun Khan,46,M,0
1312,1092,Lakshmi Hegde,60,F,0
1313,1093,Savitha Kulkarni,51,F,0
1314,1094,Vinay Kulkarni,18,M,0
1315,1094,Joseph Acharya,65,M,0
1316,1095,Ayesha Acharya,15,F,0
1317,1096,Naveen Desai,30,M,0
1318,1097,Mahesh Patil,32,M,0
1319,1098,Raghavendra Kumar,74,M,0
1320,1098,Raghavendra Hegde,30,M,0
1321,1099,Joseph,49,M,0
1322,1100,Vinay D'Souza,69,M,0
1323,1100,Shruthi Kumar,14,F,0
1324,1101,Peter Acharya,60,M,0
1325,1102,Imran Desai,21,M,0
1326,1103,Shobha Desai,19,F,0
1327,1104,Ayesha Swamy,49,F,0
1328,1105,Ravi Kulkarni,44,M,0
1329,1106,Savitha Swamy,65,F,0
1330,1107,Manjula Kulkarni,38,F,0
1331,1108,Savitha Poojary,28,F,0
1332,1109,Padma Naik,50,F,0
1333,1110,Ayesha D'Souza,20,F,0
1334,1111,Manjunath Khan,31,M,0
1335,1112,Vani Gowda,15,F,0
1336,1113,Deepak,17,M,0
1337,1114,Nagaraj Naik,75,M,0
1338,1115,Basavaraj Gowda,25,M,0
1339,1116,Manjula Swamy,63,F,0
1340,1117,Santosh Swamy,14,M,0
1341,1118,Venkatesh Reddy,34,M,0
1342,1118,Divya Khan,64,F,0
1343,1119,Mahesh Kumar,32,M,0
1344,1120,Anand Fernandes,63,M,0
1345,1121,Manjunath Acharya,19,M,0
1346,1122,Karthik Naik,57,M,0
1347,1122,Imran Reddy,68,M,0
1348,1123,Kiran Murthy,67,M,0
1349,1123,Imran Kulkarni,32,M,0
1350,1124,Naveen Murthy,66,M,0
1351,1125,Roopa Hegde,40,F,0
1352,1126,Fathima Swamy,57,F,0
1353,1127,Venkatesh Murthy,51,M,0
1354,1127,Arun Kulkarni,19,M,0
1355,1128,Rekha Patil,75,F,0
1356,1129,Pooja Hegde,28,F,0
1357,1130,Padma Shetty,48,F,0
1358,1131,Vinay Swamy,49,M,0
1359,1132,Lakshmi Acharya,66,F,0
1360,1133,Joseph Shetty,64,M,0
1361,1133,Anand Shetty,15,M,0
1362,1134,Fathima Poojary,22,F,0
1363,1135,Shruthi Rao,60,F,0
1364,1136,Imran Kulkarni,75,M,0
1365,1137,Roopa Acharya,24,F,0
1366,1138,Deepak Acharya,31,M,0
1367,1139,Lakshmi Naik,69,F,0
1368,1140,Mary Acharya,50,F,0
1369,1141,Savitha Kumar,19,F,0
1370,1142,Salman Gowda,27,M,0
1371,1143,Chandrashekar,13,M,0
1372,1144,Sunitha Poojary,44,F,0
1373,1145,Suresh Desai,54,M,0
1374,1146,Naveen Acharya,54,M,0
1375,1147,Sunitha Khan,63,F,0
1376,1148,Harish Shetty,38,M,0
1377,1148,Arun Desai,41,M,0
1378,1149,Harish,19,M,0
1379,1149,Manjula Murthy,59,F,0
1380,1150,Karthik Sheikh,45,M,0
1381,1151,Peter Sheikh,68,M,0
1382,1152,Peter Khan,19,M,0
1383,1153,Sunitha Murthy,25,F,0
1384,1154,Sunitha Swamy,55,F,0
1385,1155,Vani Reddy,62,F,0
1386,1156,Savitha Poojary,30,F,0
1387,1157,Venkatesh Khan,44,M,0
1388,1158,Kavitha D'Souza,15,F,0
1389,1159,Meena Kumar,61,F,0
1390,1160,Rekha Kumar,16,F,0
1391,1161,Shobha Fernandes,44,F,0
1392,1162,Peter Naik,72,M,0
1393,1163,Lakshmi Kulkarni,72,F,0
1394,1164,Kiran Desai,15,M,0
1395,1164,Arun D'Souza,22,M,0
1396,1165,Shobha Shetty,73,F,0
1397,1166,Bhagya Gowda,55,F,0
1398,1167,Raghavendra,55,M,0
1399,1168,Geetha Desai,25,F,0
1400,1169,Prakash Khan,53,M,0
1401,1170,Salman Acharya,45,M,0
1402,1171,Joseph,22,M,0
1403,1171,Umesh Desai,37,M,0
1404,1172,Shruthi Acharya,42,F,0
1405,1173,Roopa Fernandes,61,F,0
1406,1173,Padma Gowda,26,F,0
1407,1174,Anand Desai,23,M,0
1408,1175,Ayesha Poojary,43,F,0
1409,1176,Mary Shetty,45,F,0
1410,1177,Meena Shetty,51,F,0
1411,1178,Vani Rao,48,F,0
1412,1179,Ayesha Hegde,19,F,0
1413,1180,Raghavendra Reddy,63,M,0
1414,1181,Manjunath D'Souza,60,M,0
1415,1182,Umesh Desai,69,M,0
1416,1183,Deepak Murthy,42,M,0
1417,1183,Ravi Swamy,73,M,0
1418,1184,Kavitha Desai,51,F,0
1419,1184,Fathima Shetty,12,F,0
1420,1185,Kiran Khan,34,M,0
1421,1186,Divya Hegde,59,F,0
1422,1187,Lokesh Khan,64,M,0
1423,1187,Rekha Rao,59,F,0
1424,1188,Chandrashekar Acharya,16,M,0
1425,1189,Naveen Desai,71,M,0
1426,1190,Kiran Fernandes,72,M,0
1427,1191,Manjula Khan,46,F,0
1428,1192,Deepak Reddy,38,M,0
1429,1193,Karthik Acharya,61,M,0
1430,1194,Pooja Kumar,43,F,0
1431,1194,Mary Sheikh,12,F,0
1432,1195,Peter D'Souza,74,M,0
1433,1196,Shruthi,14,F,0
