ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
605,605,Lakshmi Reddy,39,5,5,1,2
606,606,Anand Kumar,36,4,3,2,1
607,607,Karthik Kulkarni,24,9,6,2,1
608,608,Shruthi Murthy,53,5,3,3,2
609,609,Nagaraj Rao,56,4,6,5,1
610,610,Rekha Naik,66,2,5,1,2
611,611,Manjunath Gowda,30,2,3,3,1
612,612,Karthik Swamy,37,2,1,4,1
613,613,Lokesh Reddy,42,5,1,1,1
614,614,Prakash Kumar,46,2,5,4,1
615,615,Meena Acharya,31,7,6,1,2
616,616,Rekha Kulkarni,62,2,2,3,2
617,617,Meena Desai,43,4,5,5,2
618,618,Deepak Hegde,42,1,1,1,1
619,619,Pooja Reddy,66,9,4,4,2
620,620,Chandrashekar Swamy,70,5,1,4,1
621,621,Abdul Hegde,39,3,5,2,1
622,622,Lakshmi D'Souza,19,6,5,4,2
623,623,Pooja Naik,56,6,4,5,2
624,624,Umesh Fernandes,36,3,2,2,1
625,625,Manjunath Hegde,58,8,2,4,1
626,626,Deepak Desai,62,9,3,2,1
627,627,Naveen Fernandes,19,10,1,4,1
628,628,Chandrashekar Gowda,55,3,3,1,1
629,629,Fathima Swamy,29,6,6,2,2
630,630,Divya D'Souza,18,10,4,1,2
631,631,Roopa Khan,44,3,4,3,2
632,632,Meena Rao,65,2,6,2,2
633,633,Basavaraj Patil,49,10,3,5,1
634,634,Arun Kulkarni,33,6,5,5,1
635,635,Shivakumar Rao,69,8,4,4,1
636,636,Asha Hegde,47,4,3,3,2
637,637,Raghavendra Desai,34,6,5,3,1
638,638,Imran Gowda,41,7,3,3,1
639,639,Nagaraj Poojary,20,1,5,2,1
640,640,Shivakumar Poojary,56,8,2,1,1
641,641,Divya Fernandes,46,3,5,2,2
642,642,Shivakumar Fernandes,47,5,4,4,1
643,643,Rekha D'Souza,45,1,3,4,2
644,644,Rekha Swamy,68,1,1,5,2
645,645,Mahesh Kumar,23,1,5,1,1
646,646,Roopa Patil,56,7,3,5,2
647,647,Divya Rao,65,7,1,5,2
648,648,Ayesha Kulkarni,34,6,1,5,2
649,649,Karthik Hegde,22,4,3,5,1
650,650,Padma Fernandes,35,8,3,4,2
651,651,Pooja Fernandes,51,8,4,3,2
652,652,Geetha Shetty,62,4,1,4,2
653,653,Vinay Fernandes,62,1,4,5,1
654,654,Mahesh Kulkarni,42,10,6,5,1
655,655,Geetha Khan,65,8,5,4,2
656,656,Savitha Reddy,34,6,2,3,2
657,657,Kavitha Poojary,51,10,6,2,2
658,658,Fathima Patil,31,3,6,2,2
659,659,Suresh Kumar,26,1,2,2,1
660,660,Shivakumar Kulkarni,69,4,3,4,1
661,661,Geetha,63,2,4,1,2
662,662,Ravi D'Souza,64,9,2,3,1
663,663,Umesh Sheikh,54,6,5,5,1
664,664,Sunitha Khan,45,9,4,1,2
665,665,Bhagya Desai,69,6,2,2,2
666,666,Rekha Gowda,59,4,6,5,2
667,667,Mary Kumar,23,1,3,4,2
668,668,Arun Gowda,55,8,1,3,1
669,669,Kiran D'Souza,38,9,6,2,1
670,670,Kiran Patil,52,1,1,3,1
671,671,Meena Reddy,25,5,3,5,2
672,672,Lakshmi Murthy,39,6,6,3,2
673,673,Ravi Patil,18,2,1,5,1
674,674,Manjunath Naik,44,5,1,2,1
675,675,Asha Kulkarni,37,8,5,3,2
676,676,Abdul Desai,58,6,4,4,1
677,677,Mahesh D'Souza,53,3,6,1,1
678,678,Sunitha Patil,49,8,3,5,2
679,679,Lakshmi Shetty,52,7,3,2,2
680,680,Mary Reddy,51,9,6,4,2
681,681,Geetha Poojary,48,7,3,3,2
682,682,Harish Gowda,57,1,4,3,1
683,683,Shruthi Naik,30,3,4,4,2
684,684,Geetha Naik,34,1,2,4,2
685,685,Vani Acharya,37,5,6,2,2
686,686,Harish Khan,57,10,4,5,1
687,687,Kiran Fernandes,55,6,6,5,1
688,688,Roopa Desai,44,6,4,3,2
689,689,Girish D'Souza,46,5,5,2,1
690,690,Abdul Sheikh,50,6,5,3,1
691,691,Venkatesh Khan,67,9,1,3,1
692,692,Nagaraj Patil,37,4,3,3,1
693,693,Prakash Murthy,20,4,6,5,1
694,694,Prakash Gowda,22,3,3,3,1
695,695,Joseph Fernandes,63,6,1,4,1
696,696,Meena Shetty,63,8,3,5,2
697,697,Vinay Reddy,29,6,3,5,1
698,698,Chandrashekar Rao,43,5,1,5,1
699,699,Basavaraj Kulkarni,27,10,3,1,1
700,700,Geetha Khan,42,2,1,4,2
701,701,Vinay Kumar,63,3,3,2,1
702,702,Mahesh Naik,67,2,2,1,1
703,703,Mary Patil,34,4,6,4,2
704,704,Mary Poojary,69,4,6,3,2
705,705,Mary Fernandes,66,3,5,1,2
706,706,Divya Acharya,56,4,1,3,2
707,707,Ayesha Desai,35,4,2,1,2
708,708,Salman Shetty,25,6,5,5,1
709,709,Arun Swamy,53,8,3,4,1
710,710,Divya Hegde,48,9,3,4,2
711,711,Sunitha Rao,19,7,6,2,2
712,712,Salman Swamy,39,10,4,2,1
713,713,Abdul Sheikh,43,2,3,1,1
714,714,Mahesh Sheikh,32,9,6,1,1
715,715,Abdul Murthy,37,10,1,4,1
716,716,Lokesh Naik,27,8,4,4,1
717,717,Lakshmi Acharya,33,8,4,2,2
718,718,Harish Poojary,56,7,3,5,1
719,719,Asha Naik,36,7,4,3,2
720,720,Manjula Swamy,37,9,3,5,2
721,721,Mary Sheikh,39,7,4,1,2
722,722,Basavaraj,22,1,6,4,1
723,723,Naveen Khan,53,9,2,4,1
724,724,Harish Acharya,43,6,3,1,1
725,725,Arun Reddy,54,4,1,3,1
726,726,Sunitha Acharya,41,8,6,4,2
727,727,Mahesh Gowda,46,7,5,3,1
728,728,Kiran Naik,50,8,2,3,1
729,729,Fathima Rao,27,6,3,5,2
730,730,Arun Desai,40,6,5,3,1
731,731,Savitha Patil,22,7,1,5,2
732,732,Venkatesh Fernandes,57,4,5,3,1
733,733,Lakshmi Kulkarni,47,9,2,2,2
734,734,Lakshmi Shetty,58,7,5,1,2
735,735,Mary Patil,21,5,3,3,2
736,736,Shobha Hegde,47,1,3,4,2
737,737,Harish Patil,38,9,3,1,1
738,738,Deepak Kumar,51,5,3,4,1
739,739,Harish Reddy,45,2,1,5,1
740,740,Ayesha Murthy,39,6,2,4,2
741,741,Harish Acharya,69,4,5,2,1
742,742,Divya D'Souza,20,6,1,1,2
743,743,Prakash Khan,18,5,4,1,1
744,744,Lokesh Desai,59,8,1,5,1
745,745,Anand Hegde,44,1,2,4,1
746,746,Nagaraj,47,3,6,4,1
747,747,Shobha,65,8,3,5,2
748,748,Shruthi Murthy,59,9,3,2,2
749,749,Harish Fernandes,48,9,2,1,1
750,750,Arun Shetty,26,10,2,1,1
751,751,Shobha D'Souza,62,2,1,3,2
752,752,Lakshmi D'Souza,52,6,3,1,2
753,753,Vinay Shetty,66,10,2,3,1
754,754,Meena Hegde,27,4,5,3,2
755,755,Mahesh Shetty,22,5,6,1,1
756,756,Shruthi Kumar,39,7,6,3,2
757,757,Girish Rao,36,1,1,2,1
758,758,Venkatesh Gowda,24,2,2,1,1
759,759,Ayesha Reddy,70,8,4,4,2
760,760,Padma Hegde,45,6,3,1,2
761,761,Mary Gowda,48,1,3,2,2
762,762,Arun Acharya,47,7,5,4,1
763,763,Peter Murthy,57,2,3,3,1
764,764,Savitha Naik,70,3,2,5,2
765,765,Roopa,34,1,1,2,2
766,766,Fathima Kulkarni,31,4,3,3,2
767,767,Divya Khan,49,7,4,4,2
768,768,Venkatesh Fernandes,61,1,4,5,1
769,769,Raghavendra Patil,51,6,4,4,1
770,770,Ayesha Khan,62,9,5,5,2
771,771,Joseph Desai,37,8,1,3,1
772,772,Arun Khan,46,10,5,5,1
773,773,Kavitha Gowda,70,6,2,4,2
774,774,Manjula Rao,44,2,6,3,2
775,775,Kiran Naik,40,9,3,5,1
776,776,Fathima Sheikh,48,5,3,3,2
777,777,Arun Fernandes,40,5,6,4,1
778,778,Pooja Shetty,43,3,3,1,2
779,779,Roopa Desai,56,6,6,5,2
780,780,Joseph Kulkarni,20,5,6,4,1
781,781,Fathima Kulkarni,29,4,5,2,2
782,782,Naveen Sheikh,22,6,3,4,1
783,783,Peter Desai,51,6,1,2,1
784,784,Karthik Murthy,69,10,5,5,1
785,785,Roopa Murthy,61,9,3,1,2
786,786,Meena Shetty,24,8,4,3,2
787,787,Ayesha Shetty,45,5,1,5,2
788,788,Lokesh Acharya,22,9,4,3,1
789,789,Naveen Murthy,49,9,2,4,1
790,790,Harish Khan,20,1,3,5,1
791,791,Manjula D'Souza,27,5,5,4,2
792,792,Girish Kulkarni,50,5,3,4,1
793,793,Geetha,45,5,3,3,2
794,794,Girish Poojary,45,4,5,1,1
795,795,Geetha Desai,40,3,5,4,2
796,796,Joseph Poojary,26,5,4,5,1
797,797,Abdul Murthy,64,3,1,2,1
798,798,Girish Naik,64,3,4,2,1
799,799,Chandrashekar Reddy,55,10,5,4,1
800,800,Padma Khan,43,2,4,2,2
801,801,Salman,22,3,5,5,1
802,802,Pooja Kumar,34,3,2,1,2
803,803,Asha Shetty,39,9,6,4,2
804,804,Mary Desai,70,2,3,3,2
805,805,Roopa Shetty,29,10,4,3,2
806,806,Prakash Gowda,57,4,3,2,1
807,807,Suresh Khan,50,3,3,3,1
808,808,Basavaraj Patil,58,5,6,4,1
809,809,Rekha D'Souza,45,10,6,3,2
810,810,Imran Fernandes,69,1,1,2,1
811,811,Karthik Rao,29,10,3,5,1
812,812,Nagaraj Naik,68,9,4,1,1
813,813,Santosh Rao,42,1,1,3,1
814,814,Prakash Poojary,47,9,4,2,1
815,815,Bhagya Sheikh,46,1,2,4,2
816,816,Anand Gowda,25,9,2,2,1
817,817,Savitha Swamy,35,9,3,4,2
818,818,Ayesha Khan,44,2,5,3,2
819,819,Mahesh Naik,64,3,1,5,1
820,820,Meena Hegde,68,3,4,2,2
821,821,Geetha Kumar,22,2,4,3,2
822,822,Nagaraj Swamy,36,3,5,5,1
823,823,Kiran Kulkarni,43,5,2,4,1
824,824,Manjunath Poojary,20,1,3,1,1
825,825,Salman Acharya,55,6,2,5,1
826,826,Mahesh Gowda,67,5,2,5,1
827,827,Lokesh Hegde,60,3,4,3,1
828,828,Padma Fernandes,69,6,6,2,2
829,829,Kiran Reddy,70,4,6,5,1
830,830,Nagaraj Reddy,50,6,2,1,1
831,831,Suresh D'Souza,70,6,3,3,1
832,832,Roopa Khan,42,5,3,3,2
833,833,Girish D'Souza,38,6,6,1,1
834,834,Savitha Poojary,54,6,4,2,2
835,835,Shruthi,22,10,3,3,2
836,836,Raghavendra Sheikh,27,6,1,2,1
837,837,Naveen Shetty,66,9,4,4,1
838,838,Bhagya Naik,29,3,3,3,2
839,839,Nagaraj Naik,42,10,2,2,1
840,840,Vani Swamy,57,5,2,5,2
841,841,Abdul Poojary,70,10,3,5,1
842,842,Imran Patil,28,7,3,5,1
843,843,Roopa Poojary,46,2,5,3,2
844,844,Mahesh Rao,35,10,4,4,1
845,845,Pooja Desai,30,5,6,3,2
846,846,Pooja Naik,42,1,1,5,2
847,847,Fathima Poojary,32,8,2,1,2
848,848,Padma Poojary,53,9,4,2,2
849,849,Meena Rao,38,10,4,1,2
850,850,Manjula Naik,24,10,5,3,2
851,851,Harish Fernandes,52,8,6,4,1
852,852,Lakshmi Hegde,42,7,2,5,2
853,853,Joseph Reddy,32,1,2,5,1
854,854,Roopa Patil,46,6,2,3,2
855,855,Mahesh Khan,45,5,6,4,1
856,856,Harish Desai,57,6,2,3,1
857,857,Sunitha Naik,58,8,1,2,2
858,858,Abdul,34,2,5,3,1
859,859,Savitha D'Souza,44,3,5,4,2
860,860,Meena Reddy,24,8,2,4,2
861,861,Roopa Desai,22,5,1,5,2
862,862,Imran Rao,46,5,5,3,1
863,863,Vinay D'Souza,54,4,3,3,1
864,864,Rekha Kulkarni,47,10,3,3,2
865,865,Salman Shetty,35,10,1,2,1
866,866,Vinay Patil,19,9,4,3,1
867,867,Fathima,62,4,5,1,2
868,868,Lokesh Swamy,64,1,3,4,1
869,869,Vani Shetty,62,7,4,5,2
870,870,Shobha Acharya,26,7,1,5,2
871,871,Pooja Reddy,54,7,4,5,2
872,872,Ayesha Kumar,61,7,5,5,2
873,873,Santosh Sheikh,66,9,5,5,1
874,874,Vani,43,8,1,4,2
875,875,Padma,63,8,5,5,2
876,876,Umesh,21,7,6,4,1
877,877,Shivakumar,63,8,1,4,1
878,878,Geetha Murthy,44,1,3,4,2
879,879,Mahesh Patil,65,3,3,2,1
880,880,Kavitha Acharya,39,6,2,4,2
881,881,Sunitha Murthy,53,7,5,2,2
882,882,Bhagya Hegde,25,4,3,4,2
883,883,Ravi Gowda,51,1,3,5,1
884,884,Imran Hegde,24,4,1,1,1
885,885,Shivakumar Kulkarni,57,9,5,3,1
886,886,Padma Acharya,20,9,4,2,2
887,887,Pooja Fernandes,50,2,5,2,2
888,888,Raghavendra Shetty,54,5,3,1,1
889,889,Joseph Reddy,63,2,1,1,1
890,890,Ayesha Murthy,21,3,1,5,2
891,891,Umesh D'Souza,68,10,3,4,1
892,892,Asha Poojary,65,2,2,5,2
893,893,Ayesha,23,8,5,2,2
894,894,Mary Sheikh,29,5,2,2,2
895,895,Roopa Fernandes,48,6,1,2,2
896,896,Fathima Shetty,68,2,4,1,2
897,897,Sunitha D'Souza,62,4,6,5,2
898,898,Arun Reddy,40,2,4,3,1
899,899,Salman,56,7,5,5,1
900,900,Salman Acharya,22,10,3,4,1
901,901,Arun Patil,40,3,5,4,1
902,902,Fathima Sheikh,69,5,3,4,2
903,903,Lakshmi Hegde,31,8,3,2,2
904,904,Vani Naik,57,8,6,5,2
905,905,Venkatesh,51,8,3,3,1
906,906,Kiran Naik,57,4,2,1,1
907,907,Mary Fernandes,27,8,2,4,2
908,908,Abdul Kumar,19,8,5,2,1
909,909,Nagaraj Murthy,53,2,6,5,1
910,910,Ayesha Hegde,22,3,5,1,2
911,911,Suresh Poojary,53,5,6,5,1
912,912,Mahesh Khan,48,3,3,1,1
913,913,Prakash Swamy,42,1,5,1,1
914,914,Abdul Patil,68,7,2,5,1
915,915,Nagaraj Fernandes,66,9,6,4,1
916,916,Umesh Reddy,24,7,3,3,1
917,917,Manjula Khan,32,4,1,3,2
918,918,Nagaraj D'Souza,49,7,2,1,1
919,919,Geetha Kumar,31,9,3,1,2
920,920,Basavaraj D'Souza,24,4,2,4,1
921,921,Padma Naik,68,2,2,4,2
922,922,Manjula D'Souza,19,2,4,4,2
923,923,Shobha Kulkarni,69,2,3,5,2
924,924,Arun Patil,39,1,4,2,1
925,925,Shivakumar Patil,48,4,1,5,1
926,926,Manjunath Patil,28,8,2,5,1
927,927,Suresh Sheikh,70,10,2,3,1
928,928,Shivakumar Shetty,24,2,2,3,1
929,929,Geetha Swamy,43,4,2,1,2
930,930,Bhagya Khan,69,4,6,3,2
931,931,Ayesha Desai,23,5,5,1,2
932,932,Manjula Hegde,36,9,3,3,2
933,933,Manjula Naik,59,1,1,1,2
934,934,Rekha Rao,44,5,2,3,2
935,935,Geetha Kumar,66,8,3,4,2
936,936,Divya Poojary,54,6,4,4,2
937,937,Manjunath Sheikh,69,6,1,3,1
938,938,Girish Kumar,45,2,1,5,1
939,939,Joseph Hegde,31,4,1,2,1
940,940,Sunitha Reddy,46,10,2,4,2
941,941,Kavitha Hegde,49,4,4,5,2
942,942,Manjula Hegde,31,3,6,2,2
943,943,Shruthi Hegde,25,4,1,4,2
944,944,Prakash Patil,68,4,4,1,1
945,945,Chandrashekar Murthy,21,3,6,5,1
946,946,Asha Patil,23,2,5,1,2
947,947,Ravi Poojary,24,9,5,2,1
948,948,Kiran Gowda,70,8,2,1,1
949,949,Suresh Gowda,22,4,3,1,1
950,950,Meena D'Souza,68,4,3,5,2
951,951,Girish Patil,24,6,1,4,1
952,952,Geetha Kulkarni,65,5,4,5,2
953,953,Divya Gowda,59,8,2,4,2
954,954,Anand Rao,56,4,3,2,1
955,955,Fathima Reddy,60,5,3,4,2
956,956,Ayesha Murthy,26,6,4,2,2
957,957,Geetha D'Souza,58,3,4,4,2
958,958,Vani Patil,48,8,4,5,2
959,959,Shruthi Sheikh,51,1,4,5,2
960,960,Shruthi Rao,25,3,5,3,2
961,961,Vinay,36,4,5,2,1
962,962,Raghavendra Khan,57,10,2,3,1
963,963,Fathima Patil,22,9,1,2,2
964,964,Anand Naik,41,4,1,1,1
965,965,Asha Khan,31,4,5,4,2
966,966,Manjunath Fernandes,63,1,1,3,1
967,967,Mary Murthy,42,3,3,4,2
968,968,Manjunath,49,6,3,4,1
969,969,Savitha Kumar,39,2,2,4,2
970,970,Manjula Khan,68,2,3,1,2
971,971,Prakash Acharya,28,8,2,3,1
972,972,Suresh Fernandes,31,7,1,1,1
973,973,Vani Fernandes,43,4,4,1,2
974,974,Manjula Fernandes,30,5,1,1,2
975,975,Shruthi Reddy,58,6,6,5,2
976,976,Basavaraj Desai,19,7,2,5,1
977,977,Manjula Naik,57,2,5,3,2
978,978,Ayesha Patil,50,8,5,2,2
979,979,Manjunath Desai,65,6,6,5,1
980,980,Lakshmi Shetty,49,1,3,1,2
981,981,Vinay Naik,20,10,4,1,1
982,982,Pooja Reddy,37,3,3,2,2
983,983,Divya Swamy,62,8,6,2,2
984,984,Shivakumar Rao,26,7,6,5,1
985,985,Shobha Naik,25,8,5,2,2
986,986,Geetha Kulkarni,39,9,4,4,2
987,987,Bhagya Kumar,21,4,3,4,2
988,988,Kavitha Murthy,37,4,1,1,2
989,989,Suresh Khan,21,9,6,4,1
990,990,Raghavendra Gowda,28,9,3,5,1
991,991,Fathima Desai,63,1,3,4,2
992,992,Geetha Rao,26,9,2,4,2
993,993,Girish Naik,34,5,1,4,1
994,994,Abdul D'Souza,23,6,3,3,1
995,995,Raghavendra Murthy,46,3,1,4,1
996,996,Chandrashekar Hegde,43,3,6,5,1
997,997,Arun Naik,59,5,4,3,1
998,998,Shobha D'Souza,59,1,6,4,2
999,999,Asha Kumar,22,6,2,3,2
1000,1000,Anand Shetty,67,8,4,1,1
1001,1001,Lakshmi Kumar,64,6,1,3,2
1002,1002,Joseph Reddy,39,1,4,5,1
1003,1003,Basavaraj D'Souza,22,7,2,5,1
1004,1004,Venkatesh Khan,35,10,4,1,1
1005,1005,Rekha Murthy,34,8,3,5,2
1006,1006,Abdul Naik,60,2,3,5,1
1007,1007,Mahesh Rao,56,4,5,3,1
1008,1008,Manjula Rao,48,8,6,2,2
1009,1009,Rekha Khan,40,10,5,5,2
1010,1010,Shruthi Shetty,27,8,4,4,2
1011,1011,Deepak Fernandes,66,6,3,2,1
1012,1012,Pooja Poojary,38,7,2,5,2
1013,1013,Mary Khan,64,4,4,1,2
1014,1014,Ayesha Sheikh,39,7,6,5,2
1015,1015,Vani Naik,66,8,4,3,2
1016,1016,Chandrashekar Shetty,57,3,1,4,1
1017,1017,Abdul Fernandes,50,9,4,1,1
1018,1018,Salman,22,9,1,3,1
1019,1019,Kavitha Swamy,18,4,1,2,2
1020,1020,Geetha Khan,28,7,1,5,2
1021,1021,Shivakumar Sheikh,27,8,2,1,1
1022,1022,Manjula Naik,32,3,1,5,2
1023,1023,Mary Gowda,62,1,1,5,2
1024,1024,Chandrashekar Rao,66,10,1,2,1
1025,1025,Nagaraj Swamy,24,7,6,2,1
1026,1026,Manjunath Desai,41,10,3,3,1
1027,1027,Kavitha Khan,20,3,2,4,2
1028,1028,Padma Reddy,24,7,2,4,2
1029,1029,Ayesha Fernandes,70,6,4,2,2
1030,1030,Mahesh Murthy,27,1,2,2,1
1031,1031,Anand Rao,65,1,3,1,1
1032,1032,Sunitha Poojary,32,3,6,4,2
1033,1033,Anand Rao,48,1,2,3,1
1034,1034,Peter Acharya,37,2,3,3,1
1035,1035,Lakshmi D'Souza,51,1,6,3,2
1036,1036,Girish Murthy,18,4,1,5,1
1037,1037,Venkatesh Kumar,41,6,2,5,1
1038,1038,Mary D'Souza,22,1,3,1,2
1039,1039,Pooja D'Souza,64,3,2,2,2
1040,1040,Kavitha D'Souza,39,7,2,2,2
1041,1041,Raghavendra Swamy,63,4,6,2,1
1042,1042,Nagaraj Kulkarni,38,1,2,3,1
1043,1043,Padma Kumar,58,3,4,5,2
1044,1044,Manjunath Swamy,41,8,3,3,1
1045,1045,Abdul Murthy,30,2,4,4,1
1046,1046,Asha Patil,51,9,2,3,2
1047,1047,Arun Swamy,25,10,2,4,1
1048,1048,Raghavendra Acharya,46,9,2,4,1
1049,1049,Pooja Rao,69,3,1,5,2
1050,1050,Shruthi Gowda,51,8,5,4,2
1051,1051,Deepak Murthy,34,8,6,2,1
1052,1052,Karthik Hegde,38,7,4,5,1
1053,1053,Kavitha Gowda,57,5,4,4,2
1054,1054,Mary Hegde,52,1,1,5,2
1055,1055,Roopa D'Souza,62,5,6,2,2
1056,1056,Imran Poojary,41,3,2,3,1
1057,1057,Girish Naik,70,6,2,3,1
1058,1058,Abdul Kulkarni,21,6,6,3,1
1059,1059,Geetha Fernandes,19,6,3,1,2
1060,1060,Shruthi Sheikh,41,7,3,4,2
1061,1061,Pooja D'Souza,36,7,6,1,2
1062,1062,Pooja Reddy,47,5,2,5,2
1063,1063,Prakash Kumar,29,1,2,4,1
1064,1064,Mahesh Hegde,54,1,1,4,1
1065,1065,Lokesh Reddy,68,7,1,4,1
1066,1066,Roopa Fernandes,58,6,4,3,2
1067,1067,Roopa Naik,30,5,2,1,2
1068,1068,Basavaraj Hegde,42,4,6,2,1
1069,1069,Shobha Acharya,26,2,3,2,2
1070,1070,Fathima Patil,61,10,3,1,2
1071,1071,Fathima Sheikh,27,6,6,5,2
1072,1072,Asha Kulkarni,70,10,2,4,2
1073,1073,Mary Patil,64,5,5,4,2
1074,1074,Nagaraj Rao,57,8,6,3,1
1075,1075,Salman Murthy,18,1,3,4,1
1076,1076,Vani Shetty,36,9,5,1,2
1077,1077,Arun Murthy,51,5,3,5,1
1078,1078,Savitha Shetty,62,10,2,4,2
1079,1079,Arun Shetty,21,4,1,4,1
1080,1080,Geetha Fernandes,44,4,3,5,2
1081,1081,Geetha D'Souza,59,4,3,4,2
1082,1082,Nagaraj Murthy,34,9,1,1,1
1083,1083,Umesh Khan,69,1,1,5,1
1084,1084,Kiran Acharya,25,10,6,1,1
1085,1085,Deepak Rao,68,1,1,4,1
1086,1086,Mahesh D'Souza,44,9,3,4,1
1087,1087,Manjula Naik,52,8,3,5,2
1088,1088,Divya Gowda,55,9,3,5,2
1089,1089,Meena Desai,64,6,5,1,2
1090,1090,Roopa Acharya,52,8,4,5,2
1091,1091,Girish Acharya,38,8,1,1,1
1092,1092,Meena Patil,36,5,2,2,2
1093,1093,Umesh Rao,48,3,6,2,1
1094,1094,Vani D'Souza,56,3,4,3,2
1095,1095,Lokesh Swamy,18,10,6,3,1
1096,1096,Manjula Patil,42,4,3,5,2
1097,1097,Mahesh Reddy,59,10,4,5,1
1098,1098,Basavaraj Naik,25,6,4,4,1
1099,1099,Vinay Murthy,56,1,4,2,1
1100,1100,Vinay Khan,35,2,3,2,1
1101,1101,Ayesha Desai,47,6,2,5,2
1102,1102,Arun Rao,65,1,3,3,1
1103,1103,Raghavendra Murthy,35,4,2,4,1
1104,1104,Padma,46,5,4,5,2
1105,1105,Geetha Rao,25,9,4,3,2
1106,1106,Lakshmi Naik,23,6,6,5,2
1107,1107,Prakash Murthy,25,2,1,4,1
1108,1108,Venkatesh Desai,38,3,3,1,1
1109,1109,Kavitha Kumar,39,10,3,5,2
1110,1110,Fathima Sheikh,49,10,5,2,2
1111,1111,Arun Poojary,42,2,6,4,1
1112,1112,Savitha Swamy,43,7,6,4,2
1113,1113,Nagaraj Naik,44,2,4,1,1
1114,1114,Prakash Sheikh,45,8,3,3,1
1115,1115,Mahesh Patil,34,8,3,2,1
1116,1116,Deepak Gowda,54,8,3,4,1
1117,1117,Shivakumar Khan,26,7,1,1,1
1118,1118,Abdul,46,5,3,2,1
1119,1119,Divya Murthy,28,4,3,4,2
1120,1120,Savitha Desai,64,5,6,3,2
1121,1121,Arun Desai,63,9,6,4,1
1122,1122,Lakshmi Khan,69,5,2,5,2
1123,1123,Nagaraj Sheikh,35,2,3,1,1
1124,1124,Lakshmi Reddy,21,10,2,3,2
1125,1125,Joseph Shetty,52,3,4,3,1
1126,1126,Abdul Reddy,55,5,4,1,1
1127,1127,Ravi Shetty,70,10,5,4,1
1128,1128,Manjula Swamy,28,2,6,4,2
1129,1129,Fathima Swamy,29,2,5,2,2
1130,1130,Ravi Naik,36,2,2,4,1
1131,1131,Vinay Rao,68,7,3,3,1
1132,1132,Pooja Khan,48,1,2,1,2
1133,1133,Pooja D'Souza,25,1,6,4,2
1134,1134,Anand Reddy,24,6,1,3,1
1135,1135,Pooja Murthy,57,10,2,5,2
1136,1136,Lakshmi Swamy,36,4,5,3,2
1137,1137,Naveen Desai,56,8,1,3,1
1138,1138,Chandrashekar,22,7,4,4,1
1139,1139,Fathima D'Souza,68,4,5,5,2
1140,1140,Harish Swamy,22,8,1,1,1
1141,1141,Bhagya Kumar,35,5,1,2,2
1142,1142,Salman Reddy,18,2,1,2,1
1143,1143,Peter Sheikh,34,10,6,1,1
1144,1144,Umesh Murthy,39,2,5,3,1
1145,1145,Lokesh Murthy,67,2,6,2,1
1146,1146,Kavitha Hegde,23,5,2,4,2
1147,1147,Naveen Khan,62,7,3,5,1
1148,1148,Peter Desai,27,3,6,3,1
1149,1149,Arun Rao,25,6,4,5,1
1150,1150,Lakshmi D'Souza,60,1,3,4,2
1151,1151,Manjula Rao,52,9,1,4,2
1152,1152,Arun Murthy,35,6,3,4,1
1153,1153,Meena Khan,62,3,3,1,2
1154,1154,Nagaraj Kumar,18,7,3,5,1
1155,1155,Meena Naik,68,3,1,3,2
1156,1156,Suresh Fernandes,54,7,4,4,1
1157,1157,Asha Kumar,68,1,4,4,2
1158,1158,Umesh Hegde,27,4,4,4,1
1159,1159,Vinay,54,8,1,2,1
1160,1160,Padma Murthy,69,7,1,3,2
1161,1161,Lokesh Desai,26,3,2,5,1
1162,1162,Basavaraj,53,4,2,3,1
1163,1163,Arun Shetty,49,6,1,5,1
1164,1164,Deepak Patil,64,4,4,5,1
1165,1165,Geetha Hegde,48,6,5,3,2
1166,1166,Sunitha Desai,55,6,1,2,2
1167,1167,Venkatesh Kulkarni,43,6,3,1,1
1168,1168,Shobha Khan,60,1,6,3,2
1169,1169,Asha D'Souza,23,10,1,2,2
1170,1170,Rekha Kumar,42,4,2,3,2
1171,1171,Vani Khan,25,9,4,5,2
1172,1172,Lokesh Sheikh,23,3,4,3,1
1173,1173,Deepak Rao,59,7,4,5,1
1174,1174,Geetha Swamy,48,6,3,3,2
1175,1175,Umesh Fernandes,62,6,5,5,1
1176,1176,Vani Naik,56,5,3,1,2
1177,1177,Sunitha Kumar,40,5,3,1,2
1178,1178,Pooja Sheikh,38,2,6,1,2
1179,1179,Anand Acharya,20,2,6,1,1
1180,1180,Arun Reddy,53,3,3,1,1
1181,1181,Manjunath Swamy,60,1,4,2,1
1182,1182,Kavitha Kulkarni,60,2,1,5,2
1183,1183,Deepak Acharya,67,8,2,5,1
1184,1184,Sunitha Gowda,22,1,6,1,2
1185,1185,Manjula Reddy,32,8,2,5,2
1186,1186,Bhagya Hegde,24,4,2,3,2
1187,1187,Fathima Gowda,38,2,5,4,2
1188,1188,Bhagya Gowda,62,7,2,5,2
1189,1189,Padma Swamy,26,8,4,2,2
1190,1190,Raghavendra,40,4,3,5,1
1191,1191,Naveen Reddy,38,1,3,3,1
1192,1192,Mahesh Murthy,20,6,3,1,1
1193,1193,Salman Poojary,55,10,2,2,1
1194,1194,Bhagya Naik,31,8,3,5,2
