AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
693,451,Imran Khan,21,M,A1
694,451,Venkatesh Kulkarni,47,M,A2
695,452,Deepak Swamy,28,M,A1
696,453,Ravi Swamy,42,M,A1
697,454,Asha Murthy,40,F,A1
698,454,Ravi Sheikh,46,M,A2
699,455,Roopa Reddy,30,F,A1
700,455,Shivakumar Rao,38,M,A2
701,455,Lokesh Fernandes,22,M,A3
702,456,Naveen Rao,40,M,A1
703,457,Manjunath Fernandes,40,M,A1
704,457,Nagaraj Fernandes,33,M,A2
705,458,Santosh Kumar,50,M,A1
706,459,Vinay Gowda,27,M,A1
707,459,Naveen Acharya,19,M,A2
708,460,Anand Fernandes,20,M,A1
709,460,Vinay Khan,45,M,A2
710,460,Raghavendra Sheikh,40,M,A3
711,461,Roopa Acharya,55,F,A1
712,461,Imran Hegde,49,M,A2
713,462,Nagaraj Acharya,35,M,A1
714,463,Suresh D'Souza,41,M,A1
715,464,Karthik Reddy,44,M,A1
716,465,Girish Rao,24,M,A1
717,465,Kiran Gowda,43,M,A2
718,465,Suresh Rao,38,M,A3
719,466,Imran Hegde,41,M,A1
720,467,Umesh Patil,45,M,A1
721,468,Imran D'Souza,21,M,A1
722,469,Salman Swamy,49,M,A1
723,470,Kiran Desai,54,M,A1
724,471,Joseph Gowda,24,M,A1
725,471,Deepak Poojary,48,M,A2
726,472,Arun,37,M,A1
727,472,Lokesh,34,M,A2
728,473,Joseph Patil,54,M,A1
729,474,Manjunath Kulkarni,52,M,A1
730,475,Venkatesh Kulkarni,27,M,A1
731,475,Asha Murthy,30,F,A2
732,476,Basavaraj Kumar,31,M,A1
733,477,Mahesh Naik,39,M,A1
734,478,Deepak Patil,21,M,A1
735,478,Prakash,39,M,A2
736,479,Chandrashekar Khan,24,M,A1
737,480,Girish Gowda,52,M,A1
738,481,Vani Sheikh,53,F,A1
739,481,Shruthi Khan,51,F,A2
740,482,Lakshmi Patil,47,F,A1
741,483,Deepak Poojary,54,M,A1
742,483,Salman Desai,40,M,A2
743,484,Peter Swamy,28,M,A1
744,485,Meena Rao,38,F,A1
745,486,Arun Shetty,51,M,A1
746,487,Harish Shetty,40,M,A1
747,487,Vinay Rao,32,M,A2
748,487,Chandrashekar Reddy,37,M,A3
749,488,Manjunath D'Souza,41,M,A1
750,488,Deepak Desai,18,M,A2
751,489,Joseph Acharya,30,M,A1
752,489,Salman Rao,23,M,A2
753,490,Venkatesh Khan,19,M,A1
754,491,Shivakumar Murthy,33,M,A1
755,492,Asha D'Souza,26,F,A1
756,493,Raghavendra Hegde,28,M,A1
757,494,Vinay Kulkarni,35,M,A1
758,494,Rekha Shetty,54,F,A2
759,495,Savitha,35,F,A1
760,495,Salman Swamy,49,M,A2
761,496,Salman Fernandes,43,M,A1
762,496,Peter Kumar,31,M,A2
763,497,Salman Reddy,52,M,A1
764,497,Asha D'Souza,50,F,A2
765,498,Deepak Gowda,24,M,A1
766,499,Bhagya D'Souza,45,F,A1
767,500,Harish Patil,55,M,A1
768,501,Karthik Khan,29,M,A1
769,502,Basavaraj Sheikh,48,M,A1
770,502,Peter Rao,25,M,A2
771,503,Abdul Sheikh,46,M,A1
772,503,Manjula Poojary,25,F,A2
773,503,Anand Sheikh,24,M,A3
774,504,Harish Poojary,21,M,A1
775,504,Mahesh Sheikh,55,M,A2
776,505,Karthik Kulkarni,42,M,A1
777,506,Peter Shetty,19,M,A1
778,507,Suresh D'Souza,55,M,A1
779,508,Imran Gowda,50,M,A1
780,509,Vinay Khan,50,M,A1
781,509,Kiran Rao,53,M,A2
782,510,Joseph Hegde,47,M,A1
783,510,Sunitha,28,F,A2
784,511,Mahesh Sheikh,42,M,A1
785,512,Suresh Gowda,29,M,A1
786,512,Deepak Hegde,51,M,A2
787,513,Bhagya Naik,25,F,A1
788,514,Joseph Kulkarni,37,M,A1
789,514,Abdul Acharya,44,M,A2
790,515,Arun Desai,53,M,A1
791,515,Harish Acharya,53,M,A2
792,516,Naveen Poojary,39,M,A1
793,516,Savitha Acharya,19,F,A2
794,517,Nagaraj Acharya,18,M,A1
795,517,Ravi Kumar,44,M,A2
796,518,Naveen Hegde,43,M,A1
797,519,Salman Reddy,44,M,A1
798,519,Santosh Fernandes,24,M,A2
799,520,Harish Gowda,33,M,A1
800,521,Kavitha Shetty,21,F,A1
801,522,Harish Poojary,41,M,A1
802,522,Arun Kumar,20,M,A2
803,523,Kiran Hegde,24,M,A1
804,524,Santosh Gowda,26,M,A1
805,525,Umesh Desai,22,M,A1
806,525,Peter Shetty,33,M,A2
807,526,Peter Kumar,42,M,A1
808,527,Manjunath Kulkarni,24,M,A1
809,528,Basavaraj Shetty,43,M,A1
810,528,Lokesh Rao,29,M,A2
811,528,Basavaraj Kumar,33,M,A3
812,529,Girish Swamy,22,M,A1
813,529,Arun Swamy,42,M,A2
814,529,Raghavendra Naik,31,M,A3
815,530,Umesh,29,M,A1
816,530,Kiran Rao,28,M,A2
817,531,Karthik D'Souza,34,M,A1
818,532,Manjunath Sheikh,31,M,A1
819,532,Abdul Murthy,44,M,A2
820,533,Karthik Gowda,49,M,A1
821,534,Mahesh Poojary,33,M,A1
822,534,Anand Fernandes,25,M,A2
823,535,Joseph Fernandes,34,M,A1
824,536,Imran Kumar,44,M,A1
825,536,Manjunath Kumar,31,M,A2
826,537,Venkatesh Rao,37,M,A1
827,537,Santosh Desai,53,M,A2
828,537,Padma Shetty,19,F,A3
829,538,Karthik Hegde,42,M,A1
830,538,Rekha Gowda,30,F,A2
831,539,Chandrashekar Naik,35,M,A1
832,540,Karthik Gowda,54,M,A1
833,541,Mahesh Kulkarni,26,M,A1
834,541,Shivakumar Naik,35,M,A2
835,542,Ayesha Rao,39,F,A1
836,542,Karthik Acharya,44,M,A2
837,542,Mahesh Gowda,39,M,A3
838,543,Salman Fernandes,55,M,A1
839,544,Peter Kumar,19,M,A1
840,545,Girish Naik,34,M,A1
841,546,Divya Sheikh,49,F,A1
842,547,Umesh Naik,37,M,A1
843,548,Abdul Shetty,44,M,A1
844,549,Girish Desai,48,M,A1
845,550,Salman Hegde,49,M,A1
846,551,Geetha Gowda,30,F,A1
847,552,Nagaraj Poojary,38,M,A1
848,553,Harish Desai,52,M,A1
849,553,Anand Kumar,53,M,A2
850,553,Savitha Reddy,30,F,A3
851,554,Vani Acharya,30,F,A1
852,555,Peter Hegde,55,M,A1
853,556,Raghavendra D'Souza,26,M,A1
854,557,Imran Khan,35,M,A1
855,558,Basavaraj Kulkarni,46,M,A1
856,558,Meena Murthy,20,F,A2
857,559,Bhagya Shetty,26,F,A1
858,560,Pooja Desai,37,F,A1
859,561,Imran D'Souza,44,M,A1
860,561,Mahesh Swamy,27,M,A2
861,562,Venkatesh Patil,48,M,A1
862,563,Abdul Hegde,45,M,A1
863,564,Karthik Rao,43,M,A1
864,565,Padma Gowda,31,F,A1
865,565,Girish Fernandes,18,M,A2
866,566,Deepak,22,M,A1
867,566,Salman Shetty,51,M,A2
868,567,Lokesh Gowda,46,M,A1
869,568,Joseph Murthy,54,M,A1
870,568,Shivakumar Khan,45,M,A2
871,569,Suresh Reddy,25,M,A1
872,570,Vinay Murthy,27,M,A1
873,570,Kiran Fernandes,41,M,A2
874,571,Salman Rao,34,M,A1
875,571,Basavaraj,49,M,A2
876,571,Arun Patil,36,M,A3
877,572,Lokesh Shetty,25,M,A1
878,573,Vinay Gowda,22,M,A1
879,574,Peter Sheikh,55,M,A1
880,574,Rekha Shetty,50,F,A2
881,574,Mary Swamy,45,F,A3
882,575,Manjunath Rao,51,M,A1
883,576,Mahesh Kulkarni,21,M,A1
884,577,Manjunath Poojary,29,M,A1
885,577,Fathima Shetty,20,F,A2
886,578,Nagaraj,20,M,A1
887,579,Deepak Patil,43,M,A1
888,580,Roopa Kumar,48,F,A1
889,581,Basavaraj Gowda,30,M,A1
890,581,Raghavendra D'Souza,46,M,A2
891,581,Pooja Desai,22,F,A3
892,582,Nagaraj,44,M,A1
893,583,Umesh,37,M,A1
894,584,Vinay,18,M,A1
895,584,Nagaraj Swamy,51,M,A2
896,584,Bhagya Gowda,45,F,A3
897,585,Shobha Acharya,25,F,A1
898,586,Deepak Acharya,26,M,A1
899,586,Shivakumar Fernandes,43,M,A2
900,587,Vani Murthy,19,F,A1
901,587,Naveen Poojary,53,M,A2
902,587,Shivakumar Fernandes,43,M,A3
903,588,Prakash Poojary,18,M,A1
904,589,Salman Kumar,21,M,A1
905,589,Padma Swamy,44,F,A2
906,590,Geetha Patil,26,F,A1
907,591,Ayesha Gowda,35,F,A1
908,591,Naveen Naik,48,M,A2
909,592,Anand Poojary,28,M,A1
910,592,Umesh Kumar,51,M,A2
911,593,Joseph Patil,35,M,A1
912,593,Lakshmi Desai,26,F,A2
913,594,Prakash Murthy,27,M,A1
914,594,Prakash Rao,47,M,A2
915,595,Manjunath Acharya,33,M,A1
916,596,Karthik Murthy,38,M,A1
917,597,Basavaraj Fernandes,32,M,A1
918,597,Vinay Patil,50,M,A2
919,598,Venkatesh Sheikh,21,M,A1
920,599,Peter Acharya,19,M,A1
921,599,Peter Patil,37,M,A2
922,600,Kiran Gowda,18,M,A1
923,600,Manjunath Murthy,20,M,A2
924,601,Prakash Swamy,33,M,A1
925,601,Prakash Poojary,50,M,A2
926,601,Venkatesh Acharya,23,M,A3
927,602,Raghavendra Desai,19,M,A1
928,603,Meena D'Souza,50,F,A1
929,604,Joseph Sheikh,48,M,A1
930,604,Harish Gowda,30,M,A2
931,605,Harish D'Souza,50,M,A1
932,606,Imran Poojary,38,M,A1
933,606,Bhagya Swamy,27,F,A2
934,606,Basavaraj Naik,40,M,A3
935,607,Prakash Hegde,31,M,A1
936,608,Peter Kumar,33,M,A1
937,609,Chandrashekar,25,M,A1
938,609,Karthik,26,M,A2
939,610,Mahesh Rao,46,M,A1
940,610,Lakshmi Desai,37,F,A2
941,611,Abdul Sheikh,35,M,A1
942,611,Shivakumar Kulkarni,19,M,A2
943,612,Suresh Acharya,49,M,A1
944,613,Imran,51,M,A1
945,613,Chandrashekar Kulkarni,51,M,A2
946,614,Anand Poojary,46,M,A1
947,614,Harish Patil,51,M,A2
948,615,Salman Shetty,30,M,A1
949,616,Umesh Fernandes,24,M,A1
950,617,Basavaraj Gowda,32,M,A1
951,617,Harish Kulkarni,26,M,A2
952,618,Naveen,47,M,A1
953,619,Shivakumar Patil,44,M,A1
954,620,Imran Poojary,33,M,A1
955,621,Naveen Hegde,29,M,A1
956,621,Deepak Poojary,34,M,A2
957,622,Santosh Sheikh,51,M,A1
958,622,Deepak Reddy,28,M,A2
959,622,Pooja Rao,27,F,A3
960,623,Manjunath Kumar,48,M,A1
961,624,Chandrashekar Shetty,54,M,A1
962,625,Kiran Fernandes,48,M,A1
963,625,Abdul Kumar,45,M,A2
964,626,Kiran Patil,38,M,A1
965,627,Abdul Desai,18,M,A1
966,627,Naveen Gowda,34,M,A2
967,628,Peter Naik,25,M,A1
968,628,Santosh Murthy,41,M,A2
969,628,Harish Hegde,26,M,A3
970,629,Mahesh Murthy,50,M,A1
971,630,Savitha Murthy,40,F,A1
972,631,Chandrashekar,47,M,A1
973,631,Savitha Rao,40,F,A2
974,631,Santosh Hegde,25,M,A3
975,632,Lokesh Reddy,32,M,A1
976,632,Abdul Sheikh,52,M,A2
977,632,Vani Shetty,50,F,A3
978,633,Arun Desai,35,M,A1
979,633,Suresh Khan,43,M,A2
980,634,Raghavendra Acharya,50,M,A1
981,634,Ayesha D'Souza,32,F,A2
982,635,Santosh Shetty,30,M,A1
983,636,Raghavendra Murthy,20,M,A1
984,637,Manjunath Shetty,48,M,A1
985,638,Pooja Murthy,21,F,A1
986,639,Raghavendra,19,M,A1
987,639,Abdul Hegde,27,M,A2
988,639,Shivakumar Acharya,39,M,A3
989,640,Imran Kumar,28,M,A1
990,640,Lokesh Shetty,25,M,A2
991,641,Anand Fernandes,21,M,A1
992,641,Padma Poojary,44,F,A2
993,641,Anand Murthy,26,M,A3
994,642,Mahesh Sheikh,47,M,A1
995,642,Naveen Reddy,45,M,A2
996,643,Imran Swamy,42,M,A1
997,644,Salman D'Souza,43,M,A1
998,644,Prakash Acharya,28,M,A2
999,645,Ravi Acharya,21,M,A1
1000,646,Umesh Naik,46,M,A1
1001,647,Girish Swamy,51,M,A1
1002,648,Shivakumar,24,M,A1
1003,649,Lakshmi Reddy,27,F,A1
1004,649,Naveen Poojary,34,M,A2
1005,650,Nagaraj Sheikh,29,M,A1
1006,651,Ravi Rao,26,M,A1
1007,651,Anand Naik,44,M,A2
1008,651,Lakshmi Murthy,45,F,A3
1009,652,Suresh Shetty,26,M,A1
1010,652,Girish Patil,33,M,A2
1011,652,Karthik Khan,29,M,A3
1012,653,Mahesh Desai,23,M,A1
1013,654,Ayesha Reddy,39,F,A1
1014,654,Harish Kumar,32,M,A2
1015,655,Shobha Shetty,18,F,A1
1016,655,Basavaraj Khan,53,M,A2
1017,656,Karthik Shetty,28,M,A1
1018,657,Naveen Desai,43,M,A1
1019,658,Salman Khan,19,M,A1
1020,659,Joseph Swamy,27,M,A1
1021,660,Mahesh Swamy,41,M,A1
1022,660,Abdul Acharya,47,M,A2
1023,661,Kiran Acharya,27,M,A1
1024,661,Suresh Khan,51,M,A2
1025,661,Chandrashekar Hegde,22,M,A3
1026,662,Santosh,30,M,A1
1027,663,Kiran Murthy,37,M,A1
1028,663,Manjunath Fernandes,23,M,A2
1029,664,Deepak Kumar,31,M,A1
1030,665,Mahesh Swamy,53,M,A1
1031,666,Harish Kulkarni,34,M,A1
1032,666,Raghavendra Gowda,49,M,A2
1033,667,Deepak Kulkarni,43,M,A1
1034,668,Joseph Swamy,39,M,A1
1035,669,Prakash,44,M,A1
1036,670,Padma D'Souza,45,F,A1
1037,671,Prakash Desai,31,M,A1
1038,672,Nagaraj Patil,49,M,A1
1039,673,Peter Khan,31,M,A1
1040,673,Chandrashekar Patil,52,M,A2
1041,674,Suresh Gowda,44,M,A1
1042,674,Basavaraj,39,M,A2
1043,674,Anand Murthy,25,M,A3
1044,675,Vinay Fernandes,32,M,A1
1045,676,Arun Patil,38,M,A1
1046,676,Joseph Shetty,52,M,A2
1047,677,Lokesh Kulkarni,34,M,A1
1048,678,Kiran Murthy,33,M,A1
1049,679,Karthik D'Souza,26,M,A1
1050,680,Salman Poojary,49,M,A1
1051,681,Umesh Gowda,20,M,A1
1052,682,Imran Shetty,35,M,A1
1053,683,Mary Patil,47,F,A1
1054,684,Arun D'Souza,31,M,A1
1055,684,Umesh Swamy,23,M,A2
1056,685,Mahesh Naik,27,M,A1
1057,686,Umesh Acharya,23,M,A1
1058,686,Peter Gowda,26,M,A2
1059,687,Santosh Shetty,24,M,A1
1060,688,Manjunath Gowda,27,M,A1
1061,689,Ravi Desai,53,M,A1
1062,690,Ravi Naik,49,M,A1
1063,690,Raghavendra Desai,41,M,A2
1064,691,Vinay Khan,52,M,A1
1065,691,Girish Khan,46,M,A2
1066,691,Chandrashekar Fernandes,50,M,A3
1067,692,Karthik Patil,50,M,A1
1068,692,Ravi D'Souza,52,M,A2
1069,693,Chandrashekar Patil,31,M,A1
1070,693,Kiran Fernandes,44,M,A2
1071,694,Umesh Reddy,40,M,A1
1072,695,Kiran Reddy,54,M,A1
1073,696,Peter Reddy,32,M,A1
1074,696,Meena,41,F,A2
1075,697,Abdul D'Souza,24,M,A1
1076,698,Basavaraj Rao,34,M,A1
1077,698,Joseph Fernandes,33,M,A2
1078,699,Raghavendra Hegde,38,M,A1
1079,699,Abdul Fernandes,36,M,A2
1080,699,Joseph Swamy,23,M,A3
1081,700,Lokesh Fernandes,44,M,A1
1082,701,Chandrashekar Murthy,51,M,A1
1083,702,Abdul Shetty,33,M,A1
1084,702,Peter Rao,18,M,A2
1085,703,Harish Kumar,31,M,A1
1086,704,Girish D'Souza,51,M,A1
1087,705,Basavaraj Hegde,18,M,A1
1088,705,Ayesha Swamy,48,F,A2
1089,706,Salman Kumar,34,M,A1
1090,707,Pooja Khan,28,F,A1
1091,707,Karthik Khan,19,M,A2
1092,708,Girish,20,M,A1
1093,709,Joseph Acharya,43,M,A1
1094,710,Umesh,45,M,A1
1095,710,Abdul Reddy,43,M,A2
1096,710,Lokesh Reddy,35,M,A3
1097,711,Lokesh Kulkarni,51,M,A1
1098,711,Salman Poojary,39,M,A2
1099,712,Arun Fernandes,45,M,A1
1100,713,Girish Hegde,30,M,A1
1101,714,Lokesh Rao,20,M,A1
1102,714,Joseph Naik,47,M,A2
1103,714,Girish Patil,29,M,A3
1104,715,Mahesh Poojary,50,M,A1
1105,715,Venkatesh Fernandes,44,M,A2
1106,715,Suresh D'Souza,39,M,A3
1107,716,Lokesh Swamy,34,M,A1
1108,717,Mahesh Gowda,33,M,A1
1109,718,Nagaraj Kumar,40,M,A1
1110,719,Fathima Naik,54,F,A1
1111,719,Nagaraj Rao,39,M,A2
1112,720,Ayesha Acharya,35,F,A1
1113,721,Vinay,25,M,A1
1114,722,Chandrashekar Kulkarni,50,M,A1
1115,722,Lakshmi Patil,34,F,A2
1116,723,Divya Fernandes,54,F,A1
1117,723,Pooja Naik,19,F,A2
1118,723,Santosh Reddy,47,M,A3
1119,724,Naveen Acharya,31,M,A1
1120,725,Vinay,51,M,A1
1121,725,Geetha Kulkarni,39,F,A2
1122,726,Raghavendra Murthy,37,M,A1
1123,726,Chandrashekar Khan,42,M,A2
1124,726,Arun Murthy,18,M,A3
1125,727,Suresh D'Souza,26,M,A1
1126,728,Mahesh Acharya,36,M,A1
1127,729,Lokesh Desai,25,M,A1
1128,729,Joseph Shetty,49,M,A2
1129,730,Chandrashekar Reddy,53,M,A1
1130,730,Deepak Acharya,18,M,A2
1131,731,Deepak Kumar,23,M,A1
1132,731,Karthik Naik,29,M,A2
1133,732,Nagaraj Shetty,18,M,A1
1134,733,Abdul Fernandes,48,M,A1
1135,733,Naveen Desai,35,M,A2
1136,734,Harish Shetty,35,M,A1
1137,735,Abdul Gowda,21,M,A1
1138,736,Kiran Kumar,50,M,A1
1139,737,Bhagya Poojary,31,F,A1
1140,738,Raghavendra Rao,25,M,A1
1141,739,Shivakumar Rao,36,M,A1
1142,739,Shobha Shetty,20,F,A2
1143,740,Shivakumar Murthy,25,M,A1
1144,741,Manjunath Poojary,39,M,A1
1145,741,Suresh Khan,55,M,A2
1146,742,Joseph Patil,18,M,A1
1147,743,Anand Sheikh,23,M,A1
1148,743,Karthik Fernandes,41,M,A2
1149,743,Prakash Khan,42,M,A3
1150,744,Naveen Acharya,27,M,A1
1151,744,Roopa,30,F,A2
1152,745,Ravi Patil,45,M,A1
1153,745,Anand Kumar,55,M,A2
1154,746,Lokesh Desai,45,M,A1
1155,746,Basavaraj Khan,30,M,A2
1156,747,Nagaraj D'Souza,44,M,A1
1157,748,Suresh Kumar,30,M,A1
1158,749,Santosh Poojary,28,M,A1
1159,750,Imran Kulkarni,46,M,A1
1160,751,Nagaraj D'Souza,20,M,A1
1161,752,Manjunath Gowda,37,M,A1
1162,753,Manjunath Murthy,49,M,A1
1163,753,Vinay Desai,47,M,A2
1164,754,Suresh Murthy,34,M,A1
1165,755,Lokesh D'Souza,20,M,A1
1166,756,Salman Murthy,29,M,A1
1167,757,Karthik Gowda,24,M,A1
1168,757,Suresh Shetty,21,M,A2
1169,757,Chandrashekar Desai,37,M,A3
1170,758,Harish Desai,29,M,A1
1171,758,Salman Gowda,26,M,A2
1172,759,Lokesh Sheikh,37,M,A1
1173,759,Venkatesh Sheikh,49,M,A2
1174,759,Rekha Reddy,46,F,A3
1175,760,Joseph Patil,55,M,A1
1176,761,Harish Kumar,23,M,A1
1177,761,Abdul,55,M,A2
1178,762,Anand Acharya,22,M,A1
1179,763,Lakshmi Poojary,49,F,A1
1180,763,Prakash Patil,45,M,A2
1181,764,Peter Murthy,26,M,A1
1182,764,Manjula Kumar,28,F,A2
1183,765,Chandrashekar Shetty,37,M,A1
1184,765,Nagaraj Gowda,52,M,A2
1185,765,Suresh Shetty,51,M,A3
1186,766,Lokesh Gowda,22,M,A1
1187,766,Girish Rao,30,M,A2
1188,767,Imran Hegde,20,M,A1
1189,768,Mahesh Naik,54,M,A1
1190,769,Nagaraj Hegde,21,M,A1
1191,770,Nagaraj Gowda,37,M,A1
1192,770,Manjunath Rao,29,M,A2
1193,771,Shivakumar Gowda,32,M,A1
1194,771,Mahesh Khan,21,M,A2
1195,771,Abdul Desai,32,M,A3
1196,772,Manjunath D'Souza,45,M,A1
1197,772,Girish Patil,26,M,A2
1198,772,Karthik Kulkarni,40,M,A3
1199,773,Imran Kumar,25,M,A1
1200,773,Ravi Shetty,19,M,A2
1201,774,Karthik Murthy,38,M,A1
1202,775,Imran Hegde,50,M,A1
1203,775,Mahesh Gowda,49,M,A2
1204,776,Raghavendra Gowda,42,M,A1
1205,777,Naveen Acharya,34,M,A1
1206,778,Imran Patil,55,M,A1
1207,779,Salman Desai,27,M,A1
1208,780,Prakash Gowda,40,M,A1
1209,781,Chandrashekar Naik,44,M,A1
1210,781,Anand Hegde,23,M,A2
1211,782,Shivakumar Patil,19,M,A1
1212,783,Suresh Sheikh,27,M,A1
1213,783,Venkatesh Sheikh,23,M,A2
1214,784,Vinay Gowda,53,M,A1
1215,784,Suresh Poojary,18,M,A2
1216,785,Harish Swamy,44,M,A1
1217,785,Abdul Swamy,26,M,A2
1218,786,Meena Khan,34,F,A1
1219,786,Ayesha Fernandes,53,F,A2
1220,787,Basavaraj Reddy,22,M,A1
1221,787,Padma,31,F,A2
1222,788,Harish Hegde,48,M,A1
1223,788,Roopa Sheikh,25,F,A2
1224,789,Harish Swamy,39,M,A1
1225,789,Kiran,50,M,A2
1226,789,Peter Fernandes,35,M,A3
1227,790,Imran Swamy,33,M,A1
1228,791,Peter D'Souza,50,M,A1
1229,791,Raghavendra Naik,34,M,A2
1230,792,Lokesh Swamy,18,M,A1
1231,792,Raghavendra Fernandes,55,M,A2
1232,792,Anand Kumar,24,M,A3
1233,793,Nagaraj Shetty,28,M,A1
1234,794,Anand Patil,33,M,A1
1235,795,Salman D'Souza,31,M,A1
1236,795,Shivakumar,52,M,A2
1237,795,Chandrashekar Khan,23,M,A3
1238,796,Kavitha Shetty,45,F,A1
1239,796,Umesh Rao,49,M,A2
1240,797,Manjunath,20,M,A1
1241,797,Umesh Swamy,28,M,A2
1242,798,Naveen D'Souza,36,M,A1
1243,799,Deepak Gowda,47,M,A1
1244,800,Prakash Hegde,42,M,A1
1245,800,Prakash Murthy,33,M,A2
1246,800,Arun,26,M,A3
1247,801,Girish Hegde,23,M,A1
1248,801,Manjunath Poojary,29,M,A2
1249,802,Shivakumar D'Souza,21,M,A1
1250,803,Santosh Fernandes,37,M,A1
1251,804,Rekha D'Souza,41,F,A1
1252,805,Peter Kulkarni,39,M,A1
1253,805,Anand Acharya,30,M,A2
1254,806,Abdul Desai,54,M,A1
1255,807,Anand Desai,31,M,A1
1256,807,Chandrashekar Hegde,40,M,A2
1257,808,Bhagya Swamy,24,F,A1
1258,808,Prakash Desai,42,M,A2
1259,809,Salman Patil,24,M,A1
1260,810,Ravi Shetty,33,M,A1
1261,810,Umesh Shetty,31,M,A2
1262,811,Salman Gowda,18,M,A1
1263,812,Imran Reddy,53,M,A1
1264,812,Kiran Sheikh,27,M,A2
1265,813,Imran Reddy,28,M,A1
1266,814,Suresh,37,M,A1
1267,814,Abdul Murthy,31,M,A2
1268,815,Ravi Khan,43,M,A1
1269,816,Vinay Swamy,52,M,A1
1270,817,Suresh Khan,19,M,A1
1271,817,Girish Fernandes,23,M,A2
1272,818,Raghavendra Desai,39,M,A1
1273,819,Vinay Naik,39,M,A1
1274,819,Abdul Gowda,28,M,A2
1275,819,Nagaraj Gowda,33,M,A3
1276,820,Suresh Rao,44,M,A1
1277,820,Harish Kulkarni,21,M,A2
1278,820,Salman Shetty,23,M,A3
1279,821,Manjunath Fernandes,52,M,A1
1280,822,Umesh Patil,18,M,A1
1281,822,Mahesh Rao,34,M,A2
1282,823,Nagaraj Poojary,18,M,A1
1283,823,Peter,42,M,A2
1284,823,Ravi Swamy,44,M,A3
1285,824,Harish Shetty,25,M,A1
1286,824,Savitha Fernandes,43,F,A2
1287,824,Padma Fernandes,36,F,A3
1288,825,Vinay Sheikh,50,M,A1
1289,825,Harish Gowda,39,M,A2
1290,826,Imran Poojary,42,M,A1
1291,827,Arun Patil,38,M,A1
1292,828,Suresh Kumar,49,M,A1
1293,828,Joseph Hegde,28,M,A2
1294,829,Salman Kumar,26,M,A1
1295,829,Raghavendra,38,M,A2
1296,830,Basavaraj Naik,46,M,A1
1297,831,Deepak Naik,23,M,A1
1298,832,Vinay Acharya,25,M,A1
1299,832,Suresh Shetty,42,M,A2
1300,833,Lokesh Khan,36,M,A1
1301,833,Mahesh Rao,37,M,A2
1302,834,Prakash Hegde,41,M,A1
1303,835,Girish Shetty,51,M,A1
1304,836,Harish Rao,44,M,A1
1305,836,Abdul Desai,18,M,A2
1306,837,Chandrashekar Kumar,40,M,A1
1307,837,Shivakumar Rao,38,M,A2
1308,838,Girish Fernandes,42,M,A1
1309,839,Girish Swamy,55,M,A1
1310,839,Lakshmi Rao,49,F,A2
1311,839,Prakash Kumar,54,M,A3
1312,840,Peter Hegde,48,M,A1
1313,840,Vinay Shetty,37,M,A2
1314,841,Manjunath Rao,24,M,A1
1315,841,Santosh D'Souza,23,M,A2
1316,842,Santosh Kulkarni,19,M,A1
1317,843,Manjunath Shetty,43,M,A1
1318,844,Ayesha Poojary,40,F,A1
1319,845,Imran Murthy,19,M,A1
1320,846,Abdul Patil,44,M,A1
1321,847,Raghavendra Sheikh,18,M,A1
1322,847,Prakash,18,M,A2
1323,847,Abdul Murthy,49,M,A3
1324,848,Vinay Rao,26,M,A1
1325,849,Padma Swamy,46,F,A1
1326,850,Imran Hegde,40,M,A1
1327,850,Prakash Kumar,55,M,A2
1328,851,Basavaraj Fernandes,31,M,A1
1329,852,Prakash Patil,32,M,A1
1330,853,Basavaraj Rao,28,M,A1
1331,854,Imran,21,M,A1
1332,855,Venkatesh Gowda,52,M,A1
1333,855,Peter Naik,22,M,A2
1334,856,Basavaraj D'Souza,26,M,A1
1335,856,Venkatesh Fernandes,18,M,A2
1336,857,Prakash,30,M,A1
1337,857,Shruthi Shetty,29,F,A2
1338,858,Shobha Kumar,34,F,A1
1339,858,Suresh Patil,40,M,A2
1340,859,Divya Khan,29,F,A1
1341,860,Manjunath Kumar,45,M,A1
1342,860,Harish Kulkarni,32,M,A2
1343,861,Karthik Rao,18,M,A1
1344,862,Bhagya Swamy,49,F,A1
1345,863,Santosh D'Souza,41,M,A1
1346,864,Ravi Hegde,50,M,A1
1347,864,Divya Kumar,40,F,A2
1348,865,Arun Patil,53,M,A1
1349,865,Girish Desai,21,M,A2
1350,866,Abdul D'Souza,49,M,A1
1351,867,Nagaraj Acharya,43,M,A1
1352,868,Vinay D'Souza,27,M,A1
1353,869,Mahesh Shetty,34,M,A1
1354,870,Rekha Kumar,34,F,A1
1355,871,Lokesh Rao,20,M,A1
1356,871,Joseph Kulkarni,19,M,A2
1357,871,Vinay Swamy,52,M,A3
1358,872,Prakash Reddy,34,M,A1
1359,873,Girish Rao,40,M,A1
1360,874,Arun Khan,41,M,A1
1361,874,Kiran Patil,25,M,A2
1362,875,Mahesh Kulkarni,46,M,A1
1363,876,Harish Gowda,34,M,A1
1364,877,Peter Gowda,36,M,A1
1365,877,Venkatesh Rao,49,M,A2
1366,878,Karthik Hegde,43,M,A1
1367,878,Shobha Kulkarni,19,F,A2
1368,879,Chandrashekar Poojary,22,M,A1
1369,880,Basavaraj Gowda,41,M,A1
1370,881,Anand Khan,41,M,A1
1371,882,Raghavendra Murthy,33,M,A1
