CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID,DistrictName,PoliceStationName
865,100020006202400001,202400001,2024-11-15,42,6,1,2,2,9,2,2,2024-11-14 21:33:39,2024-11-15 04:33:39,2024-11-17 04:33:39,13.424058,77.712311,"Complainant Salman Shetty reported that his/her two-wheeler parked near Bengaluru Rural area was stolen between the incident hours. Vehicle Theft case registered. Accused Arun Patil, Girish Desai identified through CCTV footage.",2,Bengaluru Rural,Bengaluru Rural PS-2
866,100080030202500002,202500002,2025-01-18,229,30,1,1,3,12,2,8,2025-01-16 12:58:22,2025-01-16 23:58:22,2025-01-18 09:58:22,13.442093,77.132643,Complainant Vinay Patil reported an incident of Molestation at the stated location. Abdul D'Souza was named as accused. Investigation taken up by jurisdictional police.,8,Tumakuru,Tumakuru PS-2
867,300060022202500001,202500001,2025-06-27,162,22,2,1,1,2,2,6,2025-06-24 10:39:15,2025-06-24 14:39:15,2025-06-25 09:39:15,12.403232,76.929387,Complainant Fathima reported an incident of Attempt to Murder at the stated location. Nagaraj Acharya was named as accused. Investigation taken up by jurisdictional police.,6,Mandya,Mandya PS-2
868,100100040202500001,202500001,2025-12-04,316,40,1,1,6,18,2,10,2025-12-04 09:15:40,2025-12-04 16:15:40,2025-12-05 01:15:40,13.465163,77.702958,Complainant Lokesh Swamy reported an incident of NDPS Trafficking at the stated location. Vinay D'Souza was named as accused. Investigation taken up by jurisdictional police.,10,Chikkaballapura,Chikkaballapura PS-4
869,100060022202500001,202500001,2025-08-29,160,22,1,2,2,7,1,6,2025-08-25 07:16:37,2025-08-25 12:16:37,2025-08-26 19:16:37,12.41282,76.92741,Complainant Vani Shetty reported house break-in at Mandya area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Mahesh Shetty under investigation.,6,Mandya,Mandya PS-2
870,100070028202500003,202500003,2025-05-09,219,28,1,2,1,3,1,7,2025-05-09 16:03:48,2025-05-09 19:03:48,2025-05-11 11:03:48,12.925811,76.133583,Complainant Shobha Acharya reported an incident of Grievous Hurt at the stated location. Rekha Kumar was named as accused. Investigation taken up by jurisdictional police.,7,Hassan,Hassan PS-4
871,800230092202500001,202500001,2025-07-24,752,92,4,2,2,9,1,23,2025-07-22 08:29:39,2025-07-22 15:29:39,2025-07-22 18:29:39,15.760212,74.608528,"Complainant Pooja Reddy reported that his/her two-wheeler parked near Belagavi area was stolen between the incident hours. Vehicle Theft case registered. Accused Lokesh Rao, Joseph Kulkarni, Vinay Swamy identified through CCTV footage.",23,Belagavi,Belagavi PS-4
872,100140055202300002,202300002,2023-06-20,441,55,1,2,4,13,2,14,2023-06-19 04:39:21,2023-06-19 16:39:21,2023-06-19 23:39:21,14.998909,77.028046,Complainant Ayesha Kumar reported an incident of Cheating at the stated location. Prakash Reddy was named as accused. Investigation taken up by jurisdictional police.,14,Ballari,Ballari PS-3
873,400110041202400001,202400001,2024-11-13,329,41,3,2,6,17,2,11,2024-11-13 13:28:41,2024-11-13 21:28:41,2024-11-14 07:28:41,13.988172,75.582865,Complainant Santosh Sheikh reported an incident of NDPS Possession at the stated location. Girish Rao was named as accused. Investigation taken up by jurisdictional police.,11,Shivamogga,Shivamogga PS-1
874,100080032202600003,202600003,2026-04-24,249,32,1,2,2,8,1,8,2026-04-23 00:21:51,2026-04-23 01:21:51,2026-04-24 11:21:51,13.253551,77.23376,"Complainant Vani reported an incident of Theft at the stated location. Arun Khan, Kiran Patil was named as accused. Investigation taken up by jurisdictional police.",8,Tumakuru,Tumakuru PS-4
875,100100038202500004,202500004,2025-01-25,299,38,1,2,1,4,2,10,2025-01-22 21:21:39,2025-01-23 00:21:39,2025-01-25 00:21:39,13.510247,77.673151,Complainant Padma reported an incident of Simple Hurt at the stated location. Mahesh Kulkarni was named as accused. Investigation taken up by jurisdictional police.,10,Chikkaballapura,Chikkaballapura PS-2
876,400120046202500001,202500001,2025-03-01,362,46,3,2,6,17,2,12,2025-02-27 11:47:48,2025-02-27 14:47:48,2025-03-01 04:47:48,14.587478,76.023652,Complainant Umesh reported an incident of NDPS Possession at the stated location. Harish Gowda was named as accused. Investigation taken up by jurisdictional police.,12,Davanagere,Davanagere PS-2
877,100040013202300007,202300007,2023-03-14,97,13,1,2,2,7,2,4,2023-03-14 12:38:41,2023-03-14 19:38:41,2023-03-15 03:38:41,12.285254,76.533698,"Complainant Shivakumar reported house break-in at Mysuru City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Peter Gowda, Venkatesh Rao under investigation.",4,Mysuru City,Mysuru City PS-1
878,400070026202300001,202300001,2023-02-23,196,26,3,2,1,4,2,7,2023-02-22 02:40:51,2023-02-22 08:40:51,2023-02-23 02:40:51,13.029166,76.04517,"Complainant Geetha Murthy reported an incident of Simple Hurt at the stated location. Karthik Hegde, Shobha Kulkarni was named as accused. Investigation taken up by jurisdictional police.",7,Hassan,Hassan PS-2
879,100020005202300002,202300002,2023-12-18,36,5,1,2,2,10,3,2,2023-12-16 23:06:42,2023-12-17 03:06:42,2023-12-18 21:06:42,13.266316,77.578783,Complainant Mahesh Patil stated that unknown persons on a motorcycle snatched her gold chain near Bengaluru Rural area and fled. Case of Chain Snatching registered against Chandrashekar Poojary.,2,Bengaluru Rural,Bengaluru Rural PS-1
880,400010001202400001,202400001,2024-07-22,2,1,3,2,2,10,2,1,2024-07-19 16:01:27,2024-07-20 00:01:27,2024-07-21 18:01:27,12.856323,77.558049,Complainant Kavitha Acharya stated that unknown persons on a motorcycle snatched her gold chain near Bengaluru City area and fled. Case of Chain Snatching registered against Basavaraj Gowda.,1,Bengaluru City,Bengaluru City PS-1
881,100010004202500008,202500008,2025-08-25,26,4,1,1,6,18,5,1,2025-08-24 13:11:20,2025-08-24 18:11:20,2025-08-26 14:11:20,12.908388,77.482612,Complainant Sunitha Murthy reported an incident of NDPS Trafficking at the stated location. Anand Khan was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-4
882,100040014202300007,202300007,2023-04-14,106,14,1,2,5,15,4,4,2023-04-14 18:50:50,2023-04-15 04:50:50,2023-04-15 09:50:50,12.406236,76.648388,"Complainant Bhagya Hegde reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Raghavendra Murthy, Kiran Shetty, Ayesha Reddy.",4,Mysuru City,Mysuru City PS-2
883,100250099202400013,202400013,2024-01-18,807,99,1,2,2,8,4,25,2024-01-15 18:11:02,2024-01-15 19:11:02,2024-01-17 03:11:02,15.457549,75.242272,Complainant Ravi Gowda reported an incident of Theft at the stated location. Girish Gowda was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-3
884,100240093202600001,202600001,2026-02-25,758,93,1,2,1,4,5,24,2026-02-21 07:16:52,2026-02-21 17:16:52,2026-02-22 21:16:52,15.411282,75.050272,Complainant Imran Hegde reported an incident of Simple Hurt at the stated location. Santosh Desai was named as accused. Investigation taken up by jurisdictional police.,24,Dharwad,Dharwad PS-1
885,100140054202600001,202600001,2026-04-20,434,54,1,2,2,7,4,14,2026-04-17 23:09:50,2026-04-18 11:09:50,2026-04-18 22:09:50,15.159195,77.030585,"Complainant Shivakumar Kulkarni reported house break-in at Ballari area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Harish Patil, Nagaraj Poojary under investigation.",14,Ballari,Ballari PS-2
886,100010003202500006,202500006,2025-09-08,21,3,1,2,1,4,1,1,2025-09-06 17:10:10,2025-09-07 03:10:10,2025-09-07 10:10:10,12.992543,77.67074,"Complainant Padma Acharya reported an incident of Simple Hurt at the stated location. Basavaraj Swamy, Santosh Poojary, Pooja Acharya was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-3
887,100300118202300001,202300001,2023-11-07,959,118,1,2,2,8,2,30,2023-11-05 05:26:01,2023-11-05 13:26:01,2023-11-06 23:26:01,12.97242,74.933199,"Complainant Pooja Fernandes reported an incident of Theft at the stated location. Arun Shetty, Santosh Shetty was named as accused. Investigation taken up by jurisdictional police.",30,Dakshina Kannada,Dakshina Kannada PS-2
888,100130049202400004,202400004,2024-06-10,389,49,1,2,3,11,5,13,2024-06-08 10:49:51,2024-06-08 17:49:51,2024-06-08 23:49:51,14.343305,76.253324,"Complainant Raghavendra Shetty reported an incident of Cruelty by Husband at the stated location. Nagaraj Rao, Deepak Kumar was named as accused. Investigation taken up by jurisdictional police.",13,Chitradurga,Chitradurga PS-1
889,300250097202500002,202500002,2025-10-26,794,97,2,2,7,19,2,25,2025-10-24 06:40:34,2025-10-24 16:40:34,2025-10-26 09:40:34,15.502611,75.051102,"Complainant Joseph Reddy reported an incident of Rioting at the stated location. Ravi Kumar, Salman Sheikh was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-1
890,100020007202300002,202300002,2023-11-25,49,7,1,1,6,18,5,2,2023-11-23 10:21:40,2023-11-23 17:21:40,2023-11-24 10:21:40,13.277668,77.687989,Complainant Ayesha Murthy reported an incident of NDPS Trafficking at the stated location. Suresh Patil was named as accused. Investigation taken up by jurisdictional police.,2,Bengaluru Rural,Bengaluru Rural PS-3
891,100140055202500003,202500003,2025-01-29,442,55,1,2,2,9,4,14,2025-01-26 12:11:13,2025-01-26 23:11:13,2025-01-28 13:11:13,15.128036,77.041465,Complainant Umesh D'Souza reported that his/her two-wheeler parked near Ballari area was stolen between the incident hours. Vehicle Theft case registered. Accused Kiran Reddy identified through CCTV footage.,14,Ballari,Ballari PS-3
892,100250100202400012,202400012,2024-04-27,822,100,1,2,2,8,1,25,2024-04-26 21:46:42,2024-04-27 05:46:42,2024-04-28 18:46:42,15.408153,75.131602,Complainant Asha Poojary reported an incident of Theft at the stated location. Mahesh Khan was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-4
893,100140056202400001,202400001,2024-03-12,451,56,1,2,2,9,3,14,2024-03-10 05:24:27,2024-03-10 09:24:27,2024-03-11 22:24:27,15.263982,76.946424,Complainant Ayesha reported that his/her two-wheeler parked near Ballari area was stolen between the incident hours. Vehicle Theft case registered. Accused Suresh Swamy identified through CCTV footage.,14,Ballari,Ballari PS-4
894,100250100202500015,202500015,2025-06-24,815,100,1,2,4,14,2,25,2025-06-20 07:17:46,2025-06-20 11:17:46,2025-06-22 04:17:46,15.41384,74.976377,"Complainant Mary Sheikh reported an incident of Criminal Breach of Trust at the stated location. Karthik D'Souza, Vani Rao was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-4
895,100040016202300009,202300009,2023-11-16,121,16,1,2,2,7,3,4,2023-11-12 14:00:21,2023-11-13 02:00:21,2023-11-13 11:00:21,12.295112,76.553203,Complainant Roopa Fernandes reported house break-in at Mysuru City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Basavaraj Kumar under investigation.,4,Mysuru City,Mysuru City PS-4
896,100290113202600001,202600001,2026-05-09,921,113,1,2,2,8,1,29,2026-05-07 14:57:47,2026-05-07 23:57:47,2026-05-09 07:57:47,13.308811,74.804495,Complainant Fathima Shetty reported an incident of Theft at the stated location. Arun Reddy was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-1
897,100120048202400003,202400003,2024-07-16,377,48,1,2,2,8,1,12,2024-07-16 10:30:44,2024-07-16 21:30:44,2024-07-17 01:30:44,14.456765,75.939871,"Complainant Sunitha D'Souza reported an incident of Theft at the stated location. Abdul Swamy, Salman Naik, Harish Rao was named as accused. Investigation taken up by jurisdictional police.",12,Davanagere,Davanagere PS-4
898,300250100202300003,202300003,2023-04-09,815,100,2,2,3,11,2,25,2023-04-07 17:24:42,2023-04-07 19:24:42,2023-04-09 17:24:42,15.233199,75.09216,"Complainant Arun Reddy reported an incident of Cruelty by Husband at the stated location. Naveen Naik, Abdul Patil was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-4
899,100110044202600002,202600002,2026-03-09,350,44,1,2,2,9,1,11,2026-03-09 17:53:44,2026-03-10 00:53:44,2026-03-10 06:53:44,13.934949,75.593531,Complainant Salman reported that his/her two-wheeler parked near Shivamogga area was stolen between the incident hours. Vehicle Theft case registered. Accused Prakash Naik identified through CCTV footage.,11,Shivamogga,Shivamogga PS-4
900,100110043202300001,202300001,2023-09-01,340,43,1,2,1,3,2,11,2023-08-31 20:37:14,2023-09-01 04:37:14,2023-09-01 22:37:14,13.987857,75.640655,Complainant Salman Acharya reported an incident of Grievous Hurt at the stated location. Umesh Acharya was named as accused. Investigation taken up by jurisdictional police.,11,Shivamogga,Shivamogga PS-3
901,100010004202500009,202500009,2025-05-14,24,4,1,2,2,9,4,1,2025-05-10 10:03:16,2025-05-10 12:03:16,2025-05-12 03:03:16,13.051934,77.608681,"Complainant Arun Patil reported that his/her two-wheeler parked near Bengaluru City area was stolen between the incident hours. Vehicle Theft case registered. Accused Girish Sheikh, Abdul Desai, Nagaraj Acharya identified through CCTV footage.",1,Bengaluru City,Bengaluru City PS-4
902,100080029202600002,202600002,2026-06-26,221,29,1,2,6,17,1,8,2026-06-25 21:00:05,2026-06-25 22:00:05,2026-06-25 23:00:05,13.384353,77.060018,"Complainant Fathima Sheikh reported an incident of NDPS Possession at the stated location. Girish Swamy, Harish Patil was named as accused. Investigation taken up by jurisdictional police.",8,Tumakuru,Tumakuru PS-1
903,100260102202500002,202500002,2025-01-14,836,102,1,2,2,10,5,26,2025-01-14 05:29:29,2025-01-14 14:29:29,2025-01-14 19:29:29,15.554963,75.531081,"Complainant Lakshmi Hegde stated that unknown persons on a motorcycle snatched her gold chain near Gadag area and fled. Case of Chain Snatching registered against Girish Gowda, Lakshmi Kulkarni, Raghavendra Gowda.",26,Gadag,Gadag PS-2
904,100090035202400001,202400001,2024-12-01,271,35,1,2,7,19,2,9,2024-11-27 12:39:09,2024-11-27 15:39:09,2024-11-28 16:39:09,13.117725,78.068412,"Complainant Vani Naik reported an incident of Rioting at the stated location. Harish Rao, Nagaraj Kulkarni was named as accused. Investigation taken up by jurisdictional police.",9,Kolar,Kolar PS-3
905,100040014202500005,202500005,2025-01-10,102,14,1,2,2,9,1,4,2025-01-08 10:48:36,2025-01-08 11:48:36,2025-01-10 03:48:36,12.300364,76.622713,Complainant Venkatesh reported that his/her two-wheeler parked near Mysuru City area was stolen between the incident hours. Vehicle Theft case registered. Accused Anand Gowda identified through CCTV footage.,4,Mysuru City,Mysuru City PS-2
906,100010001202500006,202500006,2025-05-05,2,1,1,2,2,8,1,1,2025-05-01 15:12:53,2025-05-02 02:12:53,2025-05-03 09:12:53,12.908735,77.482306,"Complainant Kiran Naik reported an incident of Theft at the stated location. Vani Sheikh, Pooja Fernandes was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-1
907,100240093202300002,202300002,2023-09-01,763,93,1,2,2,9,5,24,2023-08-28 14:09:09,2023-08-28 19:09:09,2023-08-30 12:09:09,15.455926,75.004439,Complainant Mary Fernandes reported that his/her two-wheeler parked near Dharwad area was stolen between the incident hours. Vehicle Theft case registered. Accused Basavaraj D'Souza identified through CCTV footage.,24,Dharwad,Dharwad PS-1
908,100010003202600002,202600002,2026-05-13,13,3,1,2,5,16,1,1,2026-05-11 12:14:46,2026-05-11 14:14:46,2026-05-13 06:14:46,12.954707,77.486749,Complainant Abdul Kumar reported an incident of Identity Theft at the stated location. Harish Gowda was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-3
909,100080032202500002,202500002,2025-11-07,250,32,1,2,2,10,2,8,2025-11-03 23:55:29,2025-11-04 11:55:29,2025-11-05 16:55:29,13.250189,77.129344,Complainant Nagaraj Murthy stated that unknown persons on a motorcycle snatched her gold chain near Tumakuru area and fled. Case of Chain Snatching registered against Vinay Fernandes.,8,Tumakuru,Tumakuru PS-4
910,100290113202400002,202400002,2024-11-10,915,113,1,2,5,16,4,29,2024-11-10 03:39:33,2024-11-10 09:39:33,2024-11-12 00:39:33,13.29566,74.831351,Complainant Ayesha Hegde reported an incident of Identity Theft at the stated location. Mary Murthy was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-1
911,100040013202300008,202300008,2023-09-23,96,13,1,2,2,8,1,4,2023-09-20 05:15:32,2023-09-20 10:15:32,2023-09-21 20:15:32,12.352347,76.659308,Complainant Suresh Poojary reported an incident of Theft at the stated location. Mahesh Poojary was named as accused. Investigation taken up by jurisdictional police.,4,Mysuru City,Mysuru City PS-1
912,100310123202500002,202500002,2025-01-07,1002,123,1,2,2,9,2,31,2025-01-05 18:57:05,2025-01-05 22:57:05,2025-01-06 05:57:05,12.492304,75.816021,Complainant Mahesh Khan reported that his/her two-wheeler parked near Kodagu area was stolen between the incident hours. Vehicle Theft case registered. Accused Mahesh D'Souza identified through CCTV footage.,31,Kodagu,Kodagu PS-3
913,100150058202500002,202500002,2025-09-04,466,58,1,2,1,4,1,15,2025-09-02 00:23:40,2025-09-02 11:23:40,2025-09-03 07:23:40,15.204778,76.351855,"Complainant Prakash Swamy reported an incident of Simple Hurt at the stated location. Imran Desai, Shivakumar Acharya, Naveen Desai was named as accused. Investigation taken up by jurisdictional police.",15,Vijayanagara,Vijayanagara PS-2
914,400170065202400001,202400001,2024-09-22,518,65,3,2,5,16,2,17,2024-09-19 08:54:40,2024-09-19 13:54:40,2024-09-21 13:54:40,16.244744,77.29591,Complainant Abdul Patil reported an incident of Identity Theft at the stated location. Peter Rao was named as accused. Investigation taken up by jurisdictional police.,17,Raichur,Raichur PS-1
915,100040016202500004,202500004,2025-09-25,114,16,1,1,3,12,1,4,2025-09-24 03:09:15,2025-09-24 08:09:15,2025-09-24 22:09:15,12.376924,76.708289,"Complainant Nagaraj Fernandes reported an incident of Molestation at the stated location. Peter Khan, Chandrashekar Khan was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-4
916,100280109202400001,202400001,2024-09-23,890,109,1,1,6,18,1,28,2024-09-19 11:24:58,2024-09-19 13:24:58,2024-09-21 01:24:58,14.731917,74.717721,Complainant Umesh Reddy reported an incident of NDPS Trafficking at the stated location. Shobha Poojary was named as accused. Investigation taken up by jurisdictional police.,28,Uttara Kannada,Uttara Kannada PS-1
917,400250099202600002,202600002,2026-04-11,810,99,3,2,5,15,4,25,2026-04-08 13:00:12,2026-04-08 13:00:12,2026-04-10 06:00:12,15.361185,75.083158,"Complainant Manjula Khan reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Nagaraj Kulkarni, Raghavendra Murthy, Nagaraj Rao.",25,Hubballi City,Hubballi City PS-3
918,100240095202600003,202600003,2026-02-21,780,95,1,2,2,10,2,24,2026-02-20 00:46:56,2026-02-20 11:46:56,2026-02-21 17:46:56,15.480907,75.122842,"Complainant Nagaraj D'Souza stated that unknown persons on a motorcycle snatched her gold chain near Dharwad area and fled. Case of Chain Snatching registered against Santosh Sheikh, Arun Sheikh.",24,Dharwad,Dharwad PS-3
919,100220086202600002,202600002,2026-05-22,701,86,1,1,2,5,1,22,2026-05-19 16:16:28,2026-05-19 19:16:28,2026-05-20 05:16:28,16.137667,75.661416,"Complainant Geetha Kumar reported an incident of Robbery at the stated location. Umesh Swamy, Suresh D'Souza was named as accused. Investigation taken up by jurisdictional police.",22,Bagalkote,Bagalkote PS-2
920,100110044202300002,202300002,2023-09-25,349,44,1,2,4,13,2,11,2023-09-24 00:45:19,2023-09-24 10:45:19,2023-09-26 02:45:19,13.871956,75.62578,Complainant Basavaraj D'Souza reported an incident of Cheating at the stated location. Peter Poojary was named as accused. Investigation taken up by jurisdictional police.,11,Shivamogga,Shivamogga PS-4
921,100050020202500002,202500002,2025-06-20,150,20,1,2,3,11,2,5,2025-06-17 06:36:30,2025-06-17 08:36:30,2025-06-18 21:36:30,12.292541,76.593467,"Complainant Padma Naik reported an incident of Cruelty by Husband at the stated location. Ravi Murthy, Raghavendra Khan was named as accused. Investigation taken up by jurisdictional police.",5,Mysuru District,Mysuru District PS-4
922,100180071202300006,202300006,2023-06-16,569,71,1,2,2,9,1,18,2023-06-15 14:32:59,2023-06-15 17:32:59,2023-06-16 00:32:59,17.346073,76.844504,Complainant Manjula D'Souza reported that his/her two-wheeler parked near Kalaburagi area was stolen between the incident hours. Vehicle Theft case registered. Accused Deepak Patil identified through CCTV footage.,18,Kalaburagi,Kalaburagi PS-3
923,100260102202500003,202500003,2025-12-12,838,102,1,2,3,11,1,26,2025-12-09 18:30:31,2025-12-09 19:30:31,2025-12-10 19:30:31,15.547228,75.64901,Complainant Shobha Kulkarni reported an incident of Cruelty by Husband at the stated location. Kiran Poojary was named as accused. Investigation taken up by jurisdictional police.,26,Gadag,Gadag PS-2
924,100140054202400004,202400004,2024-04-28,434,54,1,2,5,15,5,14,2024-04-24 05:39:24,2024-04-24 07:39:24,2024-04-25 11:39:24,15.02083,77.005946,"Complainant Arun Patil reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Fathima Gowda, Deepak D'Souza.",14,Ballari,Ballari PS-2
925,100090034202400001,202400001,2024-09-06,266,34,1,2,2,8,1,9,2024-09-05 17:17:04,2024-09-05 18:17:04,2024-09-06 13:17:04,13.153146,78.221857,Complainant Shivakumar Patil reported an incident of Theft at the stated location. Kiran Gowda was named as accused. Investigation taken up by jurisdictional police.,9,Kolar,Kolar PS-2
926,800010002202600001,202600001,2026-05-21,10,2,4,1,1,2,5,1,2026-05-18 03:26:18,2026-05-18 10:26:18,2026-05-20 02:26:18,12.907225,77.692197,Complainant Manjunath Patil reported an incident of Attempt to Murder at the stated location. Santosh Murthy was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-2
927,100080030202500003,202500003,2025-01-30,231,30,1,2,4,14,2,8,2025-01-28 14:32:01,2025-01-28 21:32:01,2025-01-30 08:32:01,13.425423,77.072302,Complainant Suresh Sheikh reported an incident of Criminal Breach of Trust at the stated location. Vani Gowda was named as accused. Investigation taken up by jurisdictional police.,8,Tumakuru,Tumakuru PS-2
928,100140053202500002,202500002,2025-04-25,429,53,1,2,2,7,4,14,2025-04-24 23:33:10,2025-04-25 10:33:10,2025-04-25 23:33:10,15.280192,76.956522,Complainant Shivakumar Shetty reported house break-in at Ballari area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Lokesh Gowda under investigation.,14,Ballari,Ballari PS-1
929,800290114202300001,202300001,2023-11-21,929,114,4,1,1,1,4,29,2023-11-20 21:40:13,2023-11-21 03:40:13,2023-11-23 03:40:13,13.207268,74.762214,Complainant Geetha Swamy reported an incident of Murder at the stated location. Salman Khan was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-2
930,100280111202400001,202400001,2024-04-03,905,111,1,2,2,8,4,28,2024-03-30 14:14:45,2024-03-30 14:14:45,2024-03-30 15:14:45,14.652352,74.558981,"Complainant Bhagya Khan reported an incident of Theft at the stated location. Santosh Kulkarni, Ravi Shetty was named as accused. Investigation taken up by jurisdictional police.",28,Uttara Kannada,Uttara Kannada PS-3
931,100010004202500010,202500010,2025-01-14,24,4,1,2,7,20,2,1,2025-01-12 22:04:12,2025-01-13 03:04:12,2025-01-14 08:04:12,12.910056,77.494883,"Complainant Ayesha Desai reported an incident of Unlawful Assembly at the stated location. Shruthi Sheikh, Prakash Murthy was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-4
932,100010002202500010,202500010,2025-07-12,9,2,1,2,5,15,5,1,2025-07-12 12:51:13,2025-07-12 16:51:13,2025-07-13 03:51:13,13.081331,77.478598,"Complainant Manjula Hegde reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Anand Gowda, Mahesh Desai.",1,Bengaluru City,Bengaluru City PS-2
933,300040013202600001,202600001,2026-02-23,91,13,2,2,5,15,2,4,2026-02-23 10:31:03,2026-02-23 17:31:03,2026-02-23 19:31:03,12.425742,76.610395,"Complainant Manjula Naik reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Karthik Kumar, Harish Murthy.",4,Mysuru City,Mysuru City PS-1
934,100250099202300015,202300015,2023-04-10,812,99,1,1,3,12,1,25,2023-04-07 17:34:08,2023-04-08 01:34:08,2023-04-08 11:34:08,15.43154,75.186882,"Complainant Rekha Rao reported an incident of Molestation at the stated location. Girish Swamy, Joseph D'Souza, Karthik Reddy was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-3
935,100040015202400012,202400012,2024-02-11,111,15,1,2,2,8,3,4,2024-02-07 19:18:45,2024-02-08 01:18:45,2024-02-09 03:18:45,12.190442,76.573123,"Complainant Geetha Kumar reported an incident of Theft at the stated location. Arun Murthy, Joseph Murthy was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-3
936,100110042202300001,202300001,2023-12-14,330,42,1,2,2,7,4,11,2023-12-10 21:35:01,2023-12-10 21:35:01,2023-12-12 14:35:01,14.063844,75.581097,Complainant Divya Poojary reported house break-in at Shivamogga area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Padma Desai under investigation.,11,Shivamogga,Shivamogga PS-2
937,100130052202500002,202500002,2025-10-13,415,52,1,2,5,15,2,13,2025-10-11 13:29:23,2025-10-11 15:29:23,2025-10-12 15:29:23,14.274556,76.398589,"Complainant Manjunath Sheikh reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Ravi Acharya, Mahesh Acharya.",13,Chitradurga,Chitradurga PS-4
938,100150060202300001,202300001,2023-08-26,477,60,1,2,2,9,2,15,2023-08-23 15:15:37,2023-08-24 00:15:37,2023-08-25 17:15:37,15.237918,76.302547,Complainant Girish Kumar reported that his/her two-wheeler parked near Vijayanagara area was stolen between the incident hours. Vehicle Theft case registered. Accused Shruthi Gowda identified through CCTV footage.,15,Vijayanagara,Vijayanagara PS-4
939,100040013202400003,202400003,2024-09-03,91,13,1,2,2,9,3,4,2024-08-31 09:09:55,2024-08-31 11:09:55,2024-09-01 23:09:55,12.283905,76.66417,"Complainant Joseph Hegde reported that his/her two-wheeler parked near Mysuru City area was stolen between the incident hours. Vehicle Theft case registered. Accused Chandrashekar Acharya, Santosh Khan identified through CCTV footage.",4,Mysuru City,Mysuru City PS-1
940,300140056202300001,202300001,2023-10-21,453,56,2,2,2,8,1,14,2023-10-17 02:35:50,2023-10-17 04:35:50,2023-10-17 05:35:50,15.019769,77.040167,"Complainant Sunitha Reddy reported an incident of Theft at the stated location. Suresh Murthy, Naveen Murthy was named as accused. Investigation taken up by jurisdictional police.",14,Ballari,Ballari PS-4
941,100260103202600001,202600001,2026-06-07,844,103,1,2,6,17,4,26,2026-06-03 09:15:53,2026-06-03 18:15:53,2026-06-04 09:15:53,15.443219,75.628311,"Complainant Kavitha Hegde reported an incident of NDPS Possession at the stated location. Geetha, Mahesh Rao was named as accused. Investigation taken up by jurisdictional police.",26,Gadag,Gadag PS-3
942,100130050202500001,202500001,2025-10-15,395,50,1,2,1,4,4,13,2025-10-12 07:38:36,2025-10-12 11:38:36,2025-10-13 21:38:36,14.128536,76.32604,Complainant Manjula Hegde reported an incident of Simple Hurt at the stated location. Salman Sheikh was named as accused. Investigation taken up by jurisdictional police.,13,Chitradurga,Chitradurga PS-2
